KBA,WMI1,WMI2,Name,FullName,Location
2111,SAH,,AUSTIN ROVER (GB),AUSTIN ROVER GROUP LTD (PASSENGER CAR),LONGBRIDGE (BIRMINGHAM)/ENGLAND
2111,SAM,,AUSTIN ROVER (GB),AUSTIN ROVER GROUP LTD (PASSENGER CAR),LONGBRIDGE (BIRMINGHAM)/ENGLAND
2111,SAR,,AUSTIN ROVER (GB),AUSTIN ROVER GROUP LTD (ROVER/PASSENGER CAR),SOLIHULL (WEST MIDLANDS)/ENGLAND
2111,SAT,,AUSTIN ROVER (GB),AUSTIN ROVER GROUP LTD (TRIUMPH/PASSENGER CAR),SOLIHULL (WEST MIDLANDS)/ENGLAND
2111,SAX,,AUSTIN ROVER (GB),AUSTIN ROVER GROUP LTD (PASSENGER CAR),LONGBRIDGE (BIRMINGHAM)/ENGLAND
2111,SAZ,,AUSTIN ROVER (GB),"AUSTIN ROVER GROUP LTD (TRUCKS & BUSES, LCV)",LONGBRIDGE (BIRMINGHAM)/ENGLAND
2111,,,AUSTIN ROVER (GB),AUSTIN ROVER GROUP LIMITED,COVENTRY/ENGLAND
2112,,,CASE TRACTORS (GB),CASE TRACTORS LTD,MELTHAM/HUDDERSFIELD ENGLAND
2113,,,INTER HARV.-IHC (GB),INTERNATIONAL HARVESTER COMPANY OF GREAT BRITAIN LTD,DONCASTER (YORKSHIRE)/ENGLAND
2114,,,JI CASE (GB),JI CASE EUROPE LTD,DONCASTER (YORKSHIRE)/ENGLAND
2115,,,Ninebot (RC),"Ninebot (Changzhou) Tech Co., Ltd.","Changzhou, Jiangsu/China"
2116,SA9,004,MORGAN (UK),Morgan Motor Company Limited (PASSENGER CAR),Malvern/Vereinigtes Königreich
2116,SA9,202,MORGAN (UK),Morgan Motor Company Limited (Three Wheeler),Malvern/Vereinigtes Königreich
2117,SGU,,SPRITE (UK),SPRITE LTD WOHNWAGENBAU,NEWMARKET/Vereinigtes Königreich
2118,,,PERKINS (UK),F.PERKINS LTD MOTORENBAU,PETERSBOROUGH/Vereinigtes Königreich
2119,,,ECCLES (UK),ECCLES LTD WOHNWAGENBAU,BIRMINGHAM/Vereinigtes Königreich
2120,,,BAKER (UK),MARTIN BAKER AIRCRAFT,UXBRIDGE/Vereinigtes Königreich
2121,,,RICKMAN (UK),RICKMAN BROTHERS ENGINEERING LTD,NEW MILTON/Vereinigtes Königreich
2122,,,STRUMECH ENGIN.(UK),STRUMECH ENGINEERING LTD,WALSALL/Vereinigtes Königreich
2123,SCM,,GROVE COLES (UK),GROVE-COLES LTD (MOBILE CRANES),COWLEY (OXFORD)/Vereinigtes Königreich
