KBA,WMI1,WMI2,Name,FullName,Location
1391,TBB,,Bikeboard (CH),Bikeboard AG,Root Längenbold/Schweiz
1392,W09,B98,Borossi,Borossi Motors Limited,Buchholz
1393,W09,P44,PSM,PSM Projekt System & Management GmbH,Kassel
1394,,,Ontario (CDN),Ontario Drive & Gear Limited,"New Hamburg, Ontario/Kanada"
1395,L4B,,Xingyue (RC),"Xingyue Group Co., Ltd.","Gushan Town, Yongkang City, Zhejiang/China"
1396,W09,T54,Tegeder,Tegeder Nutzfahrzeuge,Hartha-Gersdorf
1397,LXM,,Xiamen Xiashing (RC),"Xiamen Xiashing Motorcycle Co., Ltd.","Xiamen City, Fujan Province/China"
1398,W09,A57,ARTEC,ARTEC GmbH,Muenchen
1399,,,Chien Ti Enterprise (RC),"Chien Ti Enterprise Co., Ltd.","Hsin Chuang, Taipei, Taiwan/China"
1400,6MM,,MITSUBISHI (AUS),MITSUBISHI MOTORS AUSTRALIA LTD (PASSENGER CARS),CLOVELLY PARK/AUSTRALIEN
1401,W09,D40,3DOG camping,3DOG camping GmbH & Co. KG,Hamburg
1402,W09,W83,WALTHER Nutzfahrzeugbau,WALTHER Nutzfahrzeugbau GmbH,Waldheim
1403,W09,G67,Geldmeier-Arning,Metallbau Geldmeier-Arning,Brockum
1404,,,Doosan (B),Doosan Infracore Europe S.A.,Frameries/Belgien
1405,W09,P45,Pfaff,Marko Pfaff & Co Spezialfahrzeugbau GmbH,Bad Lausick OT Buchheim
1406,W09,T55,Tempus,Tempus Technologie und Service GmbH,Bad Langensalza
1407,W09,R53,R&S Fahrzeugbau,R&S Fahrzeugbau,Hörstel
1408,W09,SF3,Stapel,Stapel GmbH,Sendenhorst
1409,VTR,,GAS GAS MOTOS (E),GAS-GAS MOTOS S.A.,Salt (Girona)/Spanien
1410,XL9,069,Kraker Trailers (NL),Kraker Trailers B.V.,Axel/Niederlande
1410,XN1,,Kraker Trailers (NL),Kraker Trailers B.V.,Axel/Niederlande
1411,W09,KC2,Kultour,Kultour Veranstaltungsservice GmbH,Münster
1412,5KT,,Karavan Trailers (USA),Karavan Trailers Inc.,Fox Lake (Wisconsin)/USA
1413,LE6,,Wuxi Celimo (RC),"Wuxi Celimo Vehicle Manufacturing Co., Ltd.","Wuxi City, Jiangsu Province/China"
1414,WMX,,Mercedes-AMG,Mercedes-AMG GmbH,Affalterbach
1415,W09,P46,Pfaff Schmiede Fz-Bau,Marko Pfaff Schmiede und Fahrzeugbau,Bad Lausick OT Buchheim
1416,W09,SF4,Stumpf,Kfz.-Service Norbert Stumpf,Wust
1417,W09,Z16,Zeck,Zeck GmbH,Scheßlitz
1418,W09,W84,WAS,Wietmarscher Ambulanz- und Sonderfahrzeug GmbH,Wietmarschen
1419,W0T,,Qt ElektroFahrzeuge,Qt ElektroFahrzeuge GmbH,Duingen
1420,WLU,,LUIS,LUIS AG,Ammersbek
1421,W09,D41,DOLL SACHSEN,DOLL SACHSEN GmbH,Mildenau
1422,WFR,,FRAEGER,FRÄGER GmbH,Immenhausen
1423,UH9,CW1,Jensen (DK),Lauge Jensen A/S,Gedved/Dänemark
1424,XF1,,NIPPONIA (GR),NIPPONIA S.A.,Athens/Griechenland
1425,W09,N23,DRITEC,DRITEC GmbH,Nordhorn
1426,W09,N24,9ff Fahrzeugtechnik,9ff Fahrzeugtechnik GmbH,Dortmund
1427,WKJ,,KIA MOTORS,KIA MOTORS Deutschland GmbH,Frankfurt am Main
1428,W09,B99,"Bardenhorst,Mirko",Mirko Bardenhorst,Nordhorn
1429,,,ZAO Agrotechmash (RUS),ZAO Agrotechmash,St. Petersburg/Russland
1430,W09,P47,Pohlmann,Hans-Jürgen Pohlmann,Leverkusen
1431,SY9,DE1,NANCY CHEVAL (F),NANCY CHEVAL SARL,Ligneville/Frankreich
1431,VKD,,NANCY CHEVAL (F),NANCY CHEVAL SARL,Ligneville/Frankreich
1432,LB7,,Tibet New Summit (RC),"Tibet New Summit Motorcycle Co., Ltd.","Beijing Zhonglu, Lhasa/China"
1433,W09,M94,MALI,MALI Spezialfahrzeugbau GmbH,Schönebeck
1434,WHL,,Hulco,Hulco Trailers GmbH,Bad Bentheim-Gildehaus
