KBA,WMI1,WMI2,Name,FullName,Location
0246,,,"SCHNEIDER,W.",W.SCHNEIDER ANHAENGERBAU,WUERZBURG
0247,,,"SCHNEIDER, GEORG",GEORG SCHNEIDER WOHNWAGEN,LINDAU/BODENSEE
0248,,,SCHWERING,JOSEF SCHWERING FAHRZEUGBAU,GERLEVE UEB.COESFELD
0249,,,"STOCK,RICHARD",RICHARD STOCK ANHAENGERBAU,INGOLSTADT
0250,W09,R19,RWL,RWL RHEINISCH-WESTFAELISCHE LADENBAU GMBH(ANHAENGER),ESSEN
0251,,,HOEHNS,FAHRZEUGWERK HOEHNS GMBH & CO KG,ROTENBURG/WUEMME
0252,W09,S78,STRAUSS,SIEGFRIED STRAUSS FAHRZEUGBAU (ANHAENGER),DINGELBE/HILDESHEIM
0253,W09,W38,"WELTE,UMKIRCH","WELTE FAHRZEUGBAU GMBH (ZUGMASCH., ARBEITSM.,ANH.)",UMKIRCH
0254,W09,S41,STOECKEL,KLAUS & HARTMUT STOECKEL GBR FZ-U.MASCHINENBAU(ANH.),ITTLINGEN
0255,,,BUECKER,MOTORRADFABRIK FRANZ BUECKER,OBERURSEL/TAUNUS
0256,,,FRANZEN,JOSEF FRANZEN FAHRZEUGFABRIK,EFFEREN B.KOELN
0257,,,"HOFMANN, GEBR.",GEBR.HOFMANN MASCHINENFABRIK U.EISENGIESSEREI,EIBELSTADT UEB.WUERZBURG
0258,,,DECHENTREITER,JOSEF DECHENTREITER GMBH,BAEUMENHEIM
0258,,,LELY-DECHENTREITER,LELY-DECHENTREITER MASCHINENFABRIK GMBH,BAEUMENHEIM UEB.DONAUWOERTH
0259,,,HUBER & WOESSNER,HUBER U.WOESSNER FAHRZEUGBAU,BAD PETERSTAL/BADEN
0260,,,BURISCHEK,J.E.BURISCHEK,BREITENBRUNN
0261,,,CONTINENT,CONTINENT FAHRZEUGBAU GMBH,SILBERG KRS.BIEDENKOPF
0262,,,GAISER,OTTO GAISER FAHRZEUGBAU,MITTELTAL KRS.FREUDENSTADT
0263,,,"EUGRA-WERKE,E.GRAML.","EUGRA-WERKE, EUGEN GRAMLICH",SIGLINGEN/JAGST
0264,W09,H91,HAAG,ARTHUR HAAG KAROSSERIEBAU-U.FAHRZEUGBAU (ANHAENGER),SEELBACH KRS.LAHR
0265,WKP,,KOEPER,HANS KOEPER FAHRZEUGBAU (ANHAENGER),FITZBECK KRS.STEINBURG
0266,W09,L61,LOWIS,Fahrzeugbau Lowis GmbH,Heinsberg
0267,WNE,,NEUSS,JOH.NEUSS FAHRZEUGBAU (ANHAENGER),THANNERS
0268,,,PHILIPP,B.PHILIPP KG FAHRZEUGBAU,DONAUESCHINGEN
0269,,,ROEBEN,D.ROEBEN FAHRZEUGBAU,LINNICH KRS.JUELICH
0270,,,STUEWE,STUEWE KG MASCHINENFABRIK,BLANKENSTEIN UEB.HATTINGEN/RUHR
0271,W09,S48,SCHLOEGL,ERICH SCHLOEGL FAHRZEUGBAU (ANHAENGER),PFARRKIRCHEN
0272,,,"SCHMID,FRITZ",FRITZ SCHMID ANHAENGERBAU,NEUENBUERG/WUERTTEMBERG
0273,,,LLOYD,LLOYD MOTORENWERKE GMBH,BREMEN-NEUSTADT
0274,,,FELTEN & GUILLEAUNE,FELTEN & GUILLEAUME KARLWERKE AG,NORDENHAM/WESER
0275,W09,C12,COSMOPOLITAN,COSMOPOLITAN KRAFTFAHRZEUG-U.HANDELS GMBH (PERSONENW),BAD OEYNHAUSEN
0276,,,FAULENBACH,WERNER FAULENBACH FAHRZEUGBAU,BERGNEUSTADT
0277,W09,K46,KIESEWETTER,KROMBACHER ANHAENGER VERTRIEB KIESEWETTER,KREUTZTAL
0278,W09,HB3,HUEMME,FAHRZEUGBAU HUEMME-KARL ECKART,HUEMME KRS.HOFGEISMAR
0279,,,GOERICKEWERKE,GOERICKEWERKE BATTY-FAHRZEUG GMBH & CO KG,BIELEFELD
0280,,,HAASIS,WILH.HAASIS FAHRZEUGBAU,ALDINGEN
0281,,,HESSBERGER,LUDWIG HESSBERGER FAHRZEUGBAU,WIRTHEIM
0282,WLG,,LINDE-GUELDNER,"LINDE AKTIENGESELLSCHAFT, WERKSGRUPPE GUELDNER (ZM)",ASCHAFFENBURG
0282,,,GUELDNER,GUELDNER MOTOREN WERKE,ASCHAFFENBURG
0283,,,HOPPE,BERNHARD HOPPE KAROSSERIE-U.WOHNWAGENBAU,ENNIGER/WESTFALEN
0284,,,HUELSHOFF,PAUL HUELSHOFF ANHAENGERBAU,ROSDORF UEB.GOETTINGEN
0285,W09,M26,"MEIER,BURGSTEMMEN",ARNOLD MEIER FAHRZEUGBAU GMBH & CO KG (ANHAENGER),BURGSTEMMEN/LEINE
0286,,,JOMI,"JOMI-WOHNWAGEN, J.MIDDENDORF",KOELN
0287,,,MUEHLACKER,FAHRZEUGBAU MUEHLACKER,MUEHLACKER KRS.VAIHINGEN
0288,,,KLEINSCHMAGER,FRITZ KLEINSCHMAGER FAHRZEUGBAU,ILSFELD/WUERTTEMBERG
0289,,,"HOFFMANN,WANGELNST.",HEINRICH HOFFMANN FAHRZEUGBAU,WANGELNSTEDT/HANNOVER
