KBA,WMI1,WMI2,Name,FullName,Location
8526,W09,A58,WALTHER,VOLKER WALTHER (ANHAENGER),DORTMUND
8526,W09,W52,WALTHER,VOLKER WALTHER (ANHAENGER),DORTMUND
8527,W09,R34,ROADTEC ROADSTERS,ROADTEC ROADSTERS FAHRZEUGE (PKW),DRESDEN
8528,W09,H79,"HOFFMANN,OBERHAUSEN",HELMUT HOFFMANN NUTZFAHRZEUGE (ANHAENGER),OBERHAUSEN
8529,W09,A35,AHNEMANN,FRED AHNEMANN GMBH FAHRZEUGBAU (ANHAENGER),TWISTRINGEN-HEILIGENLOH
8530,W09,B65,BIEGER,H.BIEGER INH.HEINRICH KAPPEN (ANHAENGER),RHEINE
8531,W09,M60,MP FAHRZEUGBAU,MP FAHRZEUGBAU MARKO PFAFF (ANHAENGER),BUCHHEIM
8532,W09,C18,CITYCOM,CITYCOM ELEKTROMOBILE GMBH (PERSONENKRAFTWAGEN),AUB
8533,W09,L43,LVS,LVS VERKAUFSWAGEN SERVICE GMBH (ANHAENGER),LOXSTEDT
8534,W09,K81,Autohaus Krüger,Autohaus Krüger Anhängerservice e.K.,Neustrelitz
8534,W09,K81,KRUEGER & KRAFFT,KRUEGER & KRAFFT ANHAENGERSERVICE OHG,NEUSTRELITZ
8535,W09,M61,MARCOTEC,MARCOTEC FAHRZEUGBAU GMBH (ANHAENGER),MAGDEBURG
8536,W09,S91,S & L.PARCHIM,STAHLBAU & LANDTECHNIKVERTRIEB GMBH (ANHAENGER),PARCHIM
8537,W09,K83,KABLAK,WALTER KABLAK (PERSONENKRAFTWAGEN),HERZBERG/HARZ
8538,W09,K84,KORTEN,MANFRED KORTEN H+V GMBH (ANHAENGER),UTHLEDE
8539,W09,A36,ASCHWEGE & TOENJES,V.ASCHWEGE & TOENJES GMBH FAHRZEUGBAU (ANHAENGER),GARREL
8540,W09,M62,MALINSKY,DIRK MALINSKY KAROSSERIEBAU (ANHAENGER),HAMM
8541,W09,Z09,ZATO,ZATO GMBH LEICHTBAU- UND FAHRZEUGTECHNIK (PERS.),NIEDERBREITBACH
8542,W09,B67,BECKMANN AGGREGATE,BECKMANN AGGREGATE SERVICE GMBH (ANHAENGER),HAMBURG
8543,W09,J20,"JENSEN,FRANZ",FRANZ JENSEN METALL-U.STAHLBAU (ANHAENGER),RISUM-LINDHOLM
8544,W09,014,OHLMEIER,Ohlmeier Anhängercenter GmbH,Leopoldshöhe
8545,W09,K85,KLEEBERGER,JOSEF KLEEBERGER FAHRZEUGBAU (ANHAENGER),AIGLKOFEN
8546,W09,F41,FRANKE,HERBERT FRANKE FAHRZEUGBAU (ANHAENGER),SCHEESSEL/WESTERESCH
8547,W09,J21,JANSEN,ANHAENGERVERTRIEB WERNER JANSEN,WERLTE
8548,W09,G42,GILHAUS,MARC GILHAUS METALLBAU (ANHAENGER),IHLOW (WESTERENDE-KIRCHLOOG)
8549,W09,S93,SCHNIEDER,DIETMAR SCHNIEDER FAHRZEUGBAU (ANHAENGER),HUNTEBURG
8550,W09,D28,DUNKHORST,WILFRIED DUNKHORST FAHRZEUGBAU (ANHAENGER),UCHTE
8551,W09,K87,"KLEIN,PETER",AUTOMOBILE PETER KLEIN (ANHAENGER),BAD OEYNHAUSEN
8552,W09,L44,LAEMMLE,HEINZ LAEMMLE FAHRZEUGE U.MASCHINEN (ANHAENGER),NEUSTETTEN-WOLFENHAUSEN
8553,W09,M65,MAG,MOTOREN.AGGREGATE.GETRIEBE RECYCLING GMBH-MAG-(ANH.),STADTHAGEN
8554,W09,M66,MAYTEC,MAYTEC FAHRZEUGBAU GMBH (ANHAENGER),WALDSHUT-TIENGEN
8555,W09,H81,HOMAR,HOMAR FAHRZEUGBAU ROLAND HOEGN (ANHAENGER),HAUSEN
8556,W09,S94,SCHUPP,BERND SCHUPP (ANHAENGER),BAD DRIBURG
8557,W09,L45,LOTTERMANN,"LOTTERMANN'S BIKES,INH.THOMAS LOTTNER (KRAFTRAEDER)",SOLTAU-WOLTERDINGEN
8558,W09,W54,WILLENBROCK,HERMANN WILLENBROCK KAROSSERIE-U.FAHRZEUGBAU (ANH.),SOTTRUM
8559,W09,H82,HOENING,ROBERT HOENING SPEZIALFAHRZEUGE GMBH,LEONBERG
8560,W09,S95,STELLFELD & ERNST,STELLFELD & ERNST GMBH (ANHAENGER),DORTMUND
8561,W09,W56,WESSEL,GUENTER WESSEL (ANHAENGER),MINDEN
8562,W09,S96,SCHWENGELS,"SCHWENGELS MASCHINENBAU,INH.SCHWENGELS & TIETZE (ANH)",WESTERSTEDE-HALSBECK
8563,W09,J22,IGELBRINK,FAHRZEUGBAU HEINRICH IGELBRINK (ANHAENGER),LUDWIGSAU-GERTERODE
8564,W09,H84,"HAHN,ALFELD","OTTO HAHN,INH.ERIKA HAHN ANHAENGERBAU",ALFELD/LEINE
8565,W09,S97,STADE,"BERNHARD STADE,INH.M.STADE (ANHAENGER)",DUELMEN-BULDERN
8566,WF0,,FORD (D),Ford-Werke GmbH,Köln
8566,WF1,,FORD (D),Ford-Werke GmbH,Köln
8566,WF2,,FORD (D),Ford-Werke GmbH,Köln
8566,WF3,,FORD (D),Ford-Werke GmbH,Köln
8566,WF4,,FORD (D),Ford-Werke GmbH,Köln
8566,WF5,,FORD (D),Ford-Werke GmbH,Köln
8566,WF6,,FORD (D),Ford-Werke GmbH,Köln
8566,WF7,,FORD (D),Ford-Werke GmbH,Köln
8566,WF8,,FORD (D),Ford-Werke GmbH,Köln
