KBA,WMI1,WMI2,Name,FullName,Location
4141,ZEB,,ELLEBI (I),ELLEBI S.R.L. (TRAILER),S.VITTORIA DI GUALTIERI/ITALIEN
4142,ZA9,F07,VALLI (I),VALLI S.R.L. (TRAILER),NOVELLARA/ITALIEN
4143,,,FKI FAI KOMATSU (I),FKI FAI KOMATSU INDUSTRIES S.P.A. (SPECIAL PURP.VEH.),NOVENTA VICENTINA (VI)/ITALIEN
4144,ZA9,E89,SCHMIDT COMPACT (I),SCHMIDT COMPACT SYSTEM S.P.A. (SELBSTF.ARBEITSM.),FIUME VENETO/ITALIEN
4145,ZGA,,IRISBUS (I),IRISBUS ITALIA S.P.A.,TURIN/ITALIEN
4146,,,KOMATSU (I),KOMATSU ITALIA MANUFACTURING S.p.A.,NOVENTA VICENTINA (VI)/ITALIEN
4147,ZA9,G41,BARBIERI (I),BARBIERI GIOVANNI (MOTORCYCLE),VILLAVERLA-VICENZA/ITALIEN
4148,ZA9,G78,BENASSI (I),BENASSI S.P.A. (ZUGMASCHINEN),S.MATTEO DELLA DECIMA/ITALIEN
4149,ZG7,,SIDERMO (I),SIDERMO S.R.L.(KRAFTRAEDER),UDINE/ITALIEN
4150,ZF8,,VOR MOTORI (I),"E. BRIGATTI, 62-20050 RONCO BRIANTINO (KRAFTRAEDER)",MILANO/ITALIEN
4151,,,ACERBI-VIBERTI (I),"ACERBI-VIBERT VIALE MATT. 99, 10042 NICH. (KRAFTR.)",NICHELINO/ITALIEN
4152,ZD2,,MIELE (I),MIELE LAVOR. MECCANICHE TRASP. (ANHAENGER),PIGNATARO/ITALIEN
4153,ZEF,,FIAT KOBELCO (I),FIAT KOBELCO CONSTR. MACH. (SPECIAL PURPOSE VEHICLE),TORINESE/TURINI/ITALIEN
4154,ZHM,,TEAM AZZALIN (I),TEAM AZZALIN S.R.L. (KRAFTRAEDER),ALBIZZATE/VARESE/ITALIEN
4156,,,CNH (I),CNH Industrial Italia S.p.A.,Turin/Italien
4157,,,VALPADANA (I),VALPADANA S.P.A. (TRACTOR),SAN MARTINO IN RIO/ITALIEN
4158,ZFJ,,CARROZZERIA PEZ.(I),CARROZZERIA PEZZAIOLI SRL. (ANHAENGER),MONTICHIARI/ITALIEN
