KBA,WMI1,WMI2,Name,FullName,Location
6145,,,GROSSE-WIESMANN,GROSSE-WIESMANN,APPELHUELSEN
6146,,,HABERSTROH,JOSEF HABERSTROH,NIEDERWINDEN
6147,,,HADI,HADI,DUSSLINGEN
6148,,,"HARTMANN,WARENDORF",A.HARTMANN FALTER-WOHNWAGEN,WARENDORF/WESTFALEN
6149,,,"HARTMANN,BREMEN",AUG.HARTMANN,BREMEN
6150,W09,H83,HAUSER,HEINZ HAUSER FAHRZEUGBAU (ANHAENGER),EPPELHEIM
6151,W09,H24,HECKA,HECKA GMBH KAROSSERIE-U.FAHRZEUGBAU (ANHAENGER),ROTTHALMUENSTER
6152,,,HEISTER,MATTH.HEISTER,BONN
6153,,,HELBIG,R.HELBIG & CO,HAMBURG
6154,,,"HELLMANN,WILH.",WILH.HELLMANN,ANKUM
6155,,,HELLMICH,FRANZ HELLMICH,WERL
6156,W09,H80,HEMMIS,HEMMIS FAHRZEUGBAU GMBH (ANHAENGER),HEESSEN
6157,,,"HENNE,RICHARD",RICHARD HENNE KG MASCHINENFABRIK,HOLZMINDEN
6158,WEF,,EIFELLAND-HENNERICI,EIFELLAND-WOHNWAGENBAU GUENTHER HENNERICI,MAYEN
6158,,,EIFELLAND,EIFELLAND-WOHNWAGENBAU,MAYEN
6159,,,HERRMANN.O.,O.HERRMANN FAHRZEUGBAU,BERLIN-REINICKENDORF
6160,,,HERZOG,KARL HERZOG,EHINGEN/DONAU
6161,,,HIPPEN,JOH.HIPPEN,SANDHORST
6162,,,HIRSCHMANN,K.HIRSCHMANN,FISCHBACH/NUERNBERG
6163,W09,H75,"HOFFMANN,ESCHERSHSN.",HOFFMANN FAHRZEUGFABRIK GMBH (ANHAENGER),ESCHERSHAUSEN
6164,W09,H85,HOFMANN,HOFMANN FAHRZEUGBAU GMBH (ANHAENGER),MAINLEUS
6165,,,HORSTMANN,W.HORSTMANN,BURG/FEHMARN
6166,WH7,,HUEFFERMANN,Hüffermann Transportsysteme GmbH,Neustadt/Dosse
6166,W09,H15,HUEFFERMANN,Hüffermann Transportsysteme GmbH,Neustadt/Dosse
6167,,,HUSMANN,E.HUSMANN,FIRREL
6168,,,JAEGER,GOTTHOLD JAEGER,ILSFELD/WUERTTEMBERG
6169,W09,J07,JOTHAWERK,JOTHAWERK FAHRZEUG U.MASCHINENBAU (ANHAENGER),DONAUWOERTH
6170,,,"JUNG,FRIEDRICH",FRIEDRICH JUNG,BINGEN/HOHENZOLLERN
6171,,,KAULEN,JOSEF KAULEN,DAUN
6172,WKY,,KEMPF,FAHRZEUGBAU KEMPF GMBH (ANHAENGER),BAD MARIENBERG
6172,W09,K42,KEMPF,FAHRZEUGBAU KEMPF GMBH (ANHAENGER),BAD MARIENBERG
6173,,,KLINK,MARIA KLINK KAROSSERIE-U.FAHRZEUGBAU,HEBSACK KRS.WAIBLINGEN
6174,,,KNECHT,EUG.KNECHT,RIELASINGEN
6175,,,"KOCH,W & A.",W. & A.KOCH WOHNWAGEN,BERLIN-HEILIGENSEE
6176,W09,K56,KOCK,"BERNHARD KOCK INH.B.U.W.KOCK KAROSSER.U.FAHRZ.,ANH.",NORDHORN
6177,,,"KOHLER,JAKOВ",JAKOB KOHLER,VILLINGEN
6178,,,KORTE,HERMANN KORTE,LINGEN
6179,,,"KRAUTTER,WALTER",WALTER KRAUTTER FAHRZEUGBAU,OPPENWEILER KRS.BACKNANG
6180,W09,K37,KREBS,KREBS FAHRZEUGBAU GMBH (ANHAENGER),MINDEN
6181,WKS,,KRESS,WALTER KRESS FAHRZEUGBAU (ANHAENGER),MECKESHEIM/BADEN
6182,,,KRESIN,K.KRESIN,MENNIGHUEFFEN
6183,W09,K31,KROLL,"KROLL FAHRZEUGBAU-UMWELTTECHNIK GMBH (NUTZFZ., ANH.)",REINBEK B.HAMBURG
6184,,,KULLMANN & BETTEN,KULLMANN & BETTEN ANHAENGERBAU,RATINGEN
6185,W09,L21,LAMPFERHOFF,"KAROSSERIEBAU LAMPFERHOFF GMBH (NUTZFAHRZG.,ANH.)",GELSENKIRCHEN-HORST
6186,,,LANDUA,LUDWIG LANDUA,RHEINDUERKHEIM
6187,,,LEHMKUHL,W.H.LEHMKUHL,HEILIGENRODE
6188,,,LEHRE,LEHRE & SOEHNE,HAITERBACH
