KBA,WMI1,WMI2,Name,FullName,Location
9890,,,"MOTO-SPORT, TRAUNREUT",MOTO-SPORT HANDELS AG (KRAFTRAEDER),TRAUNREUT
9891,WME,,SMART,SMART GMBH (PERSONENKRAFTWAGEN),BOEBLINGEN
9892,WKV,,KAESSBOHRER FAHRZW.,KAESSBOHRER FAHRZEUGWERKE GMBH (ANHAENGER),GOCH
9893,W09,HAO,"HGE, ELZACH",HGE FAHRZEUGBAU GMBH & CO. KG (ANHAENGER),ELZACH
9894,W09,G60,"GEROH, WAISCHENFELD",GEROH GMBH & CO. KG MECH. SYSTEME (ANHAENGER),WAISCHENFELD
9895,W09,SE2,SPEWI,SPEWI BORCO-HOEHNS GMBH CO.KG (ANHAENGER),BRUEHL
9896,WLV,,LELY,Lely Maschinenfabrik GmbH,Wolfenbüttel
9897,WPU,,"PUTZMEISTER,AICHTAL",PUTZMEISTER MOERTELMASCHINEN GMBH (ANHAENGER),AICHTAL
9898,W09,N20,"NFP, POTSDAM",NFP NUTZFAHRZEUGE POTSDAM GMBH (ANHAENGER),POTSDAM
9899,W09,D36,DECONTA,DECONTA GMBH (ANHAENGER),ISSELBURG
9900,W09,A50,AAURASPORTWAGEN,AAURASPORTWAGEN GMBH,BERLIN
9901,W0S,,OSV,OSV OPEL SPECIAL VEHICLE GMBH (PKW),RUESSELSHEIM
9902,W09,C23,CONOW,CONOW ANHAENGER GMBH & CO. KG (ANHAENGER),FELDBERGER SEENLANDSCHAFT
9903,W09,F62,FIEGE TEC,FIEGE TEC GMBH & CO. KG GREVEN (NUTZFAHRZEUGE),GREVEN
9904,W09,P38,"PFS, DIETERSKIRCHEN",PRACKENDORFER FAHRZEUG-U.SYSTEMBAU GMBH (ANHAENGER),DIETERSKIRCHEN
9905,W09,A51,ARMOR MOBILE,ARMOR MOBILE SECURITY GMBH (PKW),OSTERHOLZ-SCHARMBECK
9906,W09,A52,AK FAHRZEUGE,AK FAHRZEUGE GMBH (ANHAENGER),NEUWEILER
9907,W09,HB1,HAMANN,HAMANN MOTORSPORT GMBH (PKW),HUETTISHEIM
9908,W09,N21,NIESMANN+BISCHOFF,NIESMANN+BISCHOFF (SO. KFZ),POLCH
9909,W09,C24,CP MASCHINENBAU,CP Maschinenbau AG,Sörup
9910,W09,SE3,SEIKEL GMBH,SEIKEL GMBH EUROPE (SO. KFZ),REUTLINGEN
9911,,,CNH DEUTSCHLAND,CNH Deutschland GmbH,Heilbronn
9912,W09,HB2,HNW.HOLZKIRCHEN,HNW HANDELS GMBH (SONST. KFZ),HOLZKIRCHEN
9913,WHE,,WESTFALIA-HEINEMANN,WESTFALIA HEINEMANN AG (ANHAENGER),KREUZTAL-KROMBACH
9914,WMG,,Terex Cranes,Terex Cranes Germany GmbH,Zweibruecken
9914,WMG,,TEREX-DEMAG,Terex Demag GmbH,Zweibruecken
9915,,,ALBER,ALBER (SONST. KFZ),ALBSTADT
9916,W09,T48,TIMA,TIM Anhaenger und Fahrzeuge GmbH,SEUKENDORF
9917,W09,B92,BUCHER-SCHOERLING,BUCHER-SCHOERLING GMBH (SONST. KFZ.),HANNOVER
9918,,,ALLGEM.BAUMASCHINEN,ALLGEM.BAUMASCHINEN (ARBEITSMASCHINEN),HAMELN
9919,W09,T49,THUNDERBIKE,THUNDERBIKE (KRAFTRAEDER),HAMMINKELN
9920,W09,SE4,SCHROEDER FAHRZEUGB.,SCHROEDER FAHRZEUGBAU (ANHAENGER),WAHLSTEDT
9921,WPA,,KNAUF PFT,KNAUF PFT GMBH CO. KG (ANHAENGER),IPHOFEN
9921,W09,P03,KNAUF PFT,KNAUF PFT GMBH CO. KG (ANHAENGER),IPHOFEN
9922,W09,017,OEHLER MASCHINEN,Oehler Maschinen Fahrzeugbau GmbH,Offenburg
9923,W09,F61,FAUSTA GBR,FAUSTA GBR (ANHAENGER),WITTENBERGE
9924,W09,C06,KEDROWSKI FAHRZEUGB.,KEDROWSKI FAHRZEUGBAU (ANHAENGER),ROSENGARTEN
9925,,,"BOHNACKER, WALDST.",BOHNACKER AG (ANHAENGER),WALDSTETTEN
9926,W09,SA7,WK TRIKES,WK TRIKES (TRIKES),AUBSTADT
9927,W09,R45,RCG TECHNIK MEPPEN,RCG TECHNIK MEPPEN,MEPPEN
9928,W09,N22,NFP EUROTRAILER,NFP EUROTRAILER GMBH (SONST. FAHRZEUGE),POTSDAM
9929,W09,SE7,"STETTER,G.",GEORG STETTER GMBH (ANHAENGER),MEMMINGEN
9930,WTP,,TANTE PAULA,TANTE PAULA GMBH (KRAFTRAEDER),HAMBURG
9931,WBI,,BAIMO,BAIMO GMBH (KRAFTRAEDER),LUEDINGHAUSEN
9932,WET,,EMOBILE TECHNOLOGIES,E.MOBILE TECHNOLOGIES GMBH (SONSTIGE KRAFTFAHRZEUGE),EINBECK
9933,W09,SE5,"STENGELE, BIELEFELD",WALTER STENGELE (SONST. FAHRZEUGE),BIELEFELD
