KBA,WMI1,WMI2,Name,FullName,Location
9847,W09,KA6,KOEGEL KAMAG,KOEGEL KAMAG TRANSPORTTECHNIK GMBH &CO.KG(ANHAENGER),ULM
9848,W09,R44,RHEINMETALL LANDSYS.,RHEINMETALL LANDSYSTEME GMBH (SONDERKRAFTFAHRZEUGE),KIEL
9849,WEM,,EM SUPPLY,EM SUPPLY GMBH (KRAFTRAEDER),UNTERFOEHRING
9850,WAG,,NEOPLAN BUS,NEOPLAN Bus GmbH,Pilsting
9851,W09,SD7,SZAALS CHALLENGER,"SZAAL, JOHANN (ANHAENGER)",CLEEBRONN
9852,W09,B89,BOHNERT,R.BOHNERT KAROSSERIE-U.FAHRZEUGBAU (ANHAENGER),BUEHLERTAL
9853,W09,B90,BACKERS,BACKERS MASCHINENBAU (ANHAENGER),TWIST
9854,W09,F60,FAEHNRICH,ANHAENGER FAEHNRICH,BISINGEN
9855,W09,KA7,KOTTE,JOSEF KOTTE LANDTECHNIK GMBH & CO KG,RIESTE
9856,WMH,,MODULVAN,MODULVAN FAHRZEUG-AG (ANHAENGER),MUENCHEN
9857,W09,SD8,SPEED,SPEED FAHRZEUGTECHNIK GMBH (ANHAENGER),BERLIN
9858,W09,G54,GAV,GAV GES.F.AUTOMAT.VERLADTECHN.GMBH&CO.KG (ANH.),HOEVELHOF
9859,VA0,,MAN SONDER (A),MAN SONDERFAHRZEUGE AG (NUTZFAHRZEUGE),WIEN/AUSTRIA
9860,W09,G55,GUGGENMOS,Guggenmos Karosserie- und Fahrzeugbau GmbH,Dasing
9861,WHZ,,HEINZMANN,HEINZMANN GMBH (KRAFTRAEDER),SCHOENAU
9862,W09,N18,NOVEGA,NOVEGA GMBH (ANHAENGER),KEMPTEN
9863,W09,G56,GLEICH FZG.BAU,GLEICH GMBH (ANHAENGER),PFUNGSTADT
9864,W09,D34,D*SIGN,D*SIGN GMBH (ANHAENGER),LINDLAR
9865,WGG,,GGC,GGC Global Generation Cult GmbH,Unterschleissheim
9866,W09,M86,MUENCH-MOT.-TECHNIK,MUENCH MOTORRAD TECHNIK GMBH (KRAFTRAEDER),WUERZBURG
9867,W09,F13,FB SIEMGL.-BRANDENB.,FB SIEMENSGLUESS ANHAENGERBAU GMBH (ANHAENGER),BRANDENBURG
9867,W09,,FB SIEMGL.-BRANDENB.,FB SIEMENSGLUESS ANHAENGERBAU GMBH (ANHAENGER),BRANDENBURG
9868,W09,B91,"BOERNER,WILDESHAUSEN",BOERNER NUTZFZG. GMBH (NUTZFAHRZEUGE),WILDESHAUSEN
9869,W09,G57,"GTI,GROENINGEN",GTI MIET-FAHRZEUG-CENTER GMBH (ANHAENGER),GROENINGEN
9870,W09,HA7,"H+K,RIELASINGEN",H+K NUTZFZG.GBR CITY TRANS (NUTZFAHRZEUGE),RIELASINGEN
9871,W09,G58,"GINSBERG,DAADEN",GINSBERG FAHRZEUGBAU GMBH (ANHAENGER),DAADEN
9872,W09,SD9,STINDT,GERHARD STINDT GMBH (ANHAENGER),LATHEN
9873,W09,G59,"GEORG,NEITERSEN",GEORG ENTSORGUNGSSYTEME GMBH (SONST. FZG.),NEITERSEN
9874,W09,KA8,Kröger Fahrzeugbau,Kröger Fahrzeugbau (Anhänger),Paderborn
9875,W09,SD0,S-TECH,S-TECH HYDR.-SERV. UND FAHRZEUGBAU GMBH (ANHAENGER),UMKIRCH
9876,W09,D35,DELPHIN CARAVANING,DELPHIN CARAVANING GMBH & CO. KG (ANHAENGER),SASSENBERG
9877,W09,U11,"URBAN,BAUMGARTEN","ZWEIRAD URBAN,BAUMGARTEN (SO.-KFZ)",BAUMGARTEN
9878,W09,S79,JAPAN SPEED,JAPAN SPEED GMBH (ANHAENGER),GRUNDREMMINGEN
9879,W09,T47,"TOENIES,ASCHEBERG",METALLBAU HELMUT TOENIES (ANHAENGER),ASCHEBERG
9880,W09,HA8,HWA,HWA AG,AFFALTERBACH
9881,WCJ,,KNAUS TABBERT,KNAUS TABBERT GROUP GMBH (ANHAENGER),JANDELSBRUNN
9881,WKM,,KNAUS TABBERT,KNAUS TABBERT GROUP GMBH (ANHAENGER),JANDELSBRUNN
9881,WKN,,KNAUS TABBERT,Knaus Tabbert AG,Jandelsbrunn
9881,WKT,,KNAUS TABBERT,KNAUS TABBERT GROUP GMBH (ANHAENGER),JANDELSBRUNN
9881,WKW,,KNAUS TABBERT,KNAUS TABBERT GROUP GMBH (ANHAENGER),JANDELSBRUNN
9881,WKZ,,KNAUS TABBERT,Knaus Tabbert AG,Jandelsbrunn
9881,WTA,,KNAUS TABBERT,Knaus Tabbert AG,Jandelsbrunn
9882,W09,W76,WOMA APPARATEBAU,WOMA APPARATEBAU GMBH (ANHAENGER),DUISBURG-RHEINHAUSEN
9883,W09,A49,ATLAS-TEREX,ATLAS-TEREX GMBH (NUTZFAHRZEUGE),DELMENHORST
9884,W09,W77,WESTFALIA LOADING,WESTFALIA LOADIND SYSTEMS (ANHAENGER),HOEVELHOF
9886,W09,HA9,"HOYASUKA,HAMBURG",HOYASUKA TUNING OHG (KRAFTRAEDER),HAMBURG
9887,W09,N19,NEUENH. MASCHINENBAU,NEUENHAUSENER MASCHINENBAU GMBH (ANHAENGER),NEUENHAUS
9888,W09,M87,M.L.TUNING,M.L.TUNING (ANHAENGER),GOCH
9889,W09,P37,"PETERSEN,CHR.",CHRISTIAN PETERSEN INDUSTRIEVERTR. (ANHAENGER),FLENSBURG
