KBA,WMI1,WMI2,Name,FullName,Location
6641,,,"POPP,AUGUST",AUGUST POPP ANHAENGER,WINDACH AM AMMERSEE
6642,W09,P30,"POPP, JOH.",POPP FAHRZEUGBAU GMBH (ANHAENGER),NUERNBERG
6643,,,HOELZEMANN,HEINRICH HOELZEMANN & SOEHNE ANHAENGER,HACHENBURG/WESTERWALD
6644,,,"PRIES, HERMANN",HERMANN PRIES ANHAENGER,HAMBURG-GARSTEDT
6645,,,QUEST,J.F.QUEST FAHRZEUGBAU,HERFORD/WESTFALEN
6646,W09,H16,HOENKHAUS,HOENKHAUS NUTZFAHRZEUGE GMBH (ANHAENGER),GELSENKIRCHEN
6647,,,REHME,HEINRICH REHME FAHRZEUGFABRIK GMBH,LINGEN/EMS
6648,,,HOENES,GEBR.HOENES ANHAENGER,LUDWIGSBURG
6649,W09,R12,ROHR,Nutzfahrzeuge Rohr GmbH,Straubing
6650,,,RIEWE,WILHELM RIEWE ANHAENGER,GUETERSLOH/WESTFALEN
6651,,,RUDHARDT,AUGUST RUDHARDT ANHAENGER,WERTINGEN/SCHWABEN
6652,,,RUDOLF,ALBERT RUDOLF ANHAENGER,CONWEILER KRS. NEUENBURG
6653,WSF,,SACHS,SACHS-FAHRZEUG U.MOTORENTECHNIK GMBH (KRAFTRAEDER),NUERNBERG
6654,W09,P11,PLAGEMANN,KAROSSERIE & FAHRZEUGBAU PLAGEMANN (ANHAENGER),NEURUPPIN
6655,W09,H26,HONOLD,LEO HONOLD KG ANHAENGER-U.FAHRZEUGBAU,ENGEN-WELSCHINGEN
6656,,,"SCHADE, ALFRED",ALFRED SCHADE ANHAENGERBAU,BREMEN-HEMELINGEN
6657,,,"SCHAEFER, LUDWIG",LUDWIG SCHAEFER,LAASPHE B.BERLEBURG/WESTFALEN
6658,,,SCHAEFFERLING,WALDEMAR SCHAEFFERLING FAHRZEUGBAU,HERFORD/WESTFALEN
6659,,,SCHEDL,AUGUST SCHEDL FAHRZEUGBAU,NEUBURG/DONAU
6660,,,SCHLATTMANN,HEINRICH SCHLATTMANN ANHAENGER,MELLE/HANNOVER
6661,,,HORST,WILH.HORST,BUENDE/WESTFALEN
6662,,,KAUTZ,KAUTZ & SOHN FAHRZEUGBAU,ALTENSTADT/HESSEN
6663,,,"SCHLUETER, THEODOR",THEODOR SCHLUETER KG FAHRZEUGBAU,BURG I.DITHMARSCHEN
6664,,,SCHMALE,ADOLF SCHMALE ANHAENGER,HAGEN/WESTFALEN
6665,W09,H21,HILSE,DIETRICH HILSE GMBH FAHRZEUGBAU (ANHAENGER),HILDESHEIM
6666,,,"SCHMIDT,ERDMANN",ERDMANN SCHMIDT ANHAENGER,QUICKBORN
6667,W09,F21,FINKL,JOSEF FINKL KG FAHRZEUGBAU (ANHAENGER),BISSINGEN UEB.DONAUWOERTH
6668,,,MOERTL,FRIEDRICH MOERTL SCHLEPPERGERAETEBAU GMBH & CO KG,GEMUENDEN/WESTFALEN
6669,,,SCHMIEDER,FRANZ SCHMIEDER ANHAENGER,KARLSRUHE
6670,W09,C07,CATLEY,CATLEY FLUGZEUGTRANSPORTANHAENGER,BRILON
6671,,,"SCHNEIDER, ADOLF",ADOLF SCHNEIDER KG ANHAENGER,HEILBRONN
6672,,,LOHMANN,GEBR.LOHMANN MASCHINENFABRIK,EVERSWINKEL/WESTFALEN
6673,,,SCHUMACHER,FRIEDRICH SCHUHMACHER ANHAENGERBAU,MUENSTER/WESTFALEN
6674,,,"SCHWARZ,HERMANN",HERMANN SCHWARZ FAHRZEUGFABRIK,SOTTRUM BEZ.BREMEN
6675,,,SCHWEIKER,AUGUST SCHWEIKER ANHAENGER,WALDORF KRS.TUEBINGEN
6676,,,KISS,OTTO KISS ANHAENGER,GRONAU/WESTFALEN
6677,,,KOEDEL & BOEHM,KOEDEL & BOEHM GMBH,LAUINGEN/DONAU
6678,,,SEDELMAYER,FRANZ X.SEDELMAYER JUN.,MUENCHEN
6679,,,SEIPEL,PAUL SEIPEL ANHAENGER,WILHELMSHAVEN
6680,W09,005,O.K.ANH.BAU,O.K.ANHAENGERBAU GMBH,WUPPERTAL
6681,,,APPEL,GUSTAV APPEL KG LANDMASCHINEN,BUERGELN/LAHN
6682,,,SIMON,REINHOLD SIMON ANHAENGER,OSTHEIM/RHOEN
6683,,,SPIELBERG,H. & G.SPIELBERG ANHAENGER,KOELN-BRAUNSFELD
6684,,,SPRINGER,JACOB SPRINGER ANHAENGER,VOEHRINGEN
6685,,,STAAB,I.STAAB ANHAENGER,DUESSELDORF
6686,,,KOESTER,BRUNO KOESTER ANHAENGER,ITZEHOE
