KBA,WMI1,WMI2,Name,FullName,Location
6732,W09,T19,TECNOSTAHL,TECNOSTAHL GEWERBEPARK NEUBRANDENBURG GMBH (ANH.),NEUBRANDENBURG
6733,WTC,,TECHAU,HERMANN TECHAU GMBH KAROSSERIE-U.ANHAENGERFABRIK,BREMEN
6734,,,TEUWEN,JAKOB TEUWEN FAHRZEUGBAU,KREFELD
6735,,,THOMA,OTTO THOMA ANHAENGERBAU,WIESAU/OBERPFALZ
6736,,,ORION-WERK,ORION-WERK FAHRZEUGBAU,ESCHWEGE/WERRA
6737,WWA,,WACKENHUT,GEBR.WACKENHUT GMBH KAROSSEN-U.FZ-FABRIK (ANHAENGER),NAGOLD/SCHWARZWALD
6738,W09,W25,"WETZEL,GEBR.",GEBR.WETZEL FAHRZEUGBAU (ANHAENGER),RATINGEN
6739,,,WRENGER,WALTER WRENGER FAHRZEUGBAU,LEMGO
6740,,,LATAIN,J.LATAIN,PITTENHARDT/OBERBAYERN
6741,,,TWISTRINGER MASCHF.,TWISTRINGER MASCHINENFABRIK -ARNOLD MEYER- AG,TWISTRINGEN B.BREMEN
6742,W09,D10,DEVIL'S TRIKE PLACE,FA.TIMPHUS/SCHAEFER OHG (PERSONENWAGEN),BAD OEYNHAUSEN
6743,,,"GEORG,KARL",KARL GEORG FAHRZEUGBAU,NEITERSEN UEB.ALTENKIRCHEN/WESTERWALD
6744,,,HEBMUELLER,JOS.HEBMUELLER & SOEHNE KAROSSERIEWERK,WUELFRATH/RHEINLAND
6745,,,FAHRZEUGW.BAYREUTH,FAHRZEUGWERK BAYREUTH GMBH,BAYREUTH
6746,W09,F34,FORSCHNER,L.FORSCHNER BAUMASCHINEN (ANHAENGER),ULM/DONAU
6747,,,ZIEMANN,FAHRZEUGBAU ZIEMANN OHG,KULMBACH/OBERFRANKEN
6748,,,MOESSBAUER,FAHRZEUGWERK MOESSBAUER (ANHAENGER),HARLACHHAMMER UEB.MARKTREDWITZ
6749,W09,E17,EHEBAUER,EHEBAUER FAHRZEUGBAU (ANHAENGER),URSENSOLLEN/AMBERG
6750,W09,T20,THIEL,Heinz Thiel,Pfullendorf
6751,,,STEINKUHLE-FRISTEIN,FRISTEIN MASCHINENFABRIK GMBH & CO KG,SALZKOTTEN-NIEDERNTUDORF
6752,W09,P12,PETERSEN,UDO PETERSEN BAUMASCHINEN (ANHAENGER),SCHLESWIG
6753,W09,W13,"WEINMANN,MUENCHEN",WEINMANN NUTZFAHRZEUGE VERTRIEBS GMBH (ANHAENGER),FELDKIRCHEN/MUENCHEN
6754,W09,K54,KUFER KG,KUFER FAHRZEUGBAU KG (ANHAENGER),STARNBERG
6755,,,BERNKLAU,JOH.BERNKLAU ANHAENGERBAU,MUENCHEN
6756,,,SAUMWEBER,GEORG SAUMWEBER ANHAENGER,NEU-ULM
6757,,,BAKER & POELLING-B&P,MOTORENWERK BAKER & POELLING OHG,NIEDERHALL/WUERTTEMBERG
6758,,,SULZER,J.SULZER MASCHINEN-U.FAHRZEUGBAU,HARTHAUSEN-PAAR POST AUGSBURG
6759,,,ALBRECHT,FRIEDRICH ALBRECHT KRANKENFAHRZEUGFABRIK,BERLIN
6760,W09,P13,PAGENKOPF,ERICH PAGENKOPF FAHRZEUGBAU (ANHAENGER),BRETTEN-GOELSHAUSEN
6761,W09,S38,STRAUTMANN,B. Strautmann & Söhne GmbH u. Co.KG,Bad Laer
6762,,,SUELCHGAU,SUELCHGAU-MASCHINENFABRIK,ROTTENBURG
6763,W09,M28,MBN,MBN MASCHINENBAU NEUNKIRCHEN GMBH (ANHAENGER),NEUNKIRCHEN/UFR.
6764,,,VOLTMANN,"H.W.VOLTMANN,OEYNHAUSER KRANKENFAHRZEUGFABRIK",BAD OEYNHAUSEN
6765,,,FARNY-WEIDM-FARYMANN,FARNY & WEIDMANN,LAMPERTHEIM/HESSEN
6766,,,BERNHARD,"K.J.BERNHARD KG FAHRZEUGFABRIK,NOVA-BAU",SPAICHINGEN/WUERTTEMBERG
6767,,,RUHRSTAHL,RUHRSTAHL AG-GUSSSTAHLWERK ANNEN-,WITTEN-ANNEN
6768,,,"HOLDER,GRUNBACH",HOLDER GMBH & CO,REMSHALDEN-GRUNBACH
6769,WMM,,"MUELLER,MITTELTAL",KARL MUELLER GMBH U.CO KG FAHRZEUGWERK (ANHAENGER),BAIERSBRONN-MITTELTAL/SCHWARZWALD
6770,,,GREWE & SCHULTE,GREWE & SCHULTE KRANKENFAHRZEUGE,DERNE/WESTFALEN
6771,,,BERLINER-VERK.B-BVG,BERLINER VERKEHRS BETRIEBE,BERLIN
6772,,,RH.AUTOMOBILFAB.-RAF,RHEINISCHE AUTOMOBILFABRIK GMBH,LUDWIGSHAFEN
6773,,,HATZ,MOTORENFABRIK HATZ KG,RUHSTORF B.PASSAU/NIEDERBAYERN
6774,,,REGENSBURGER-ST.-RSM,REGENSB.STAHL-U.METALLBAU GMBH -MESSERSCHMITTWERKE-,REGENSBURG
6774,,,VESPA,VESPA GMBH,AUGSBURG
6774,,,VESPA-RSM,VESPA GMBH,AUGSBURG
6775,,,STREICHER,M.STREICHER FAHRZEUGBAU,STUTTGART-BAD CANNSTATT
