KBAManufacturerID,KBAManufacturerName,TotalCount
7960,"HOFMANN,FREUDENBERG",41
1268,NEUSON (A),41
1946,KAUFMANN (D),41
3002,FRANCOLAM (F),40
2115,NINEBOT (RC),40
1354,CHINA ENGINE (RC),40
7505,NISSAN VEHICULOS (E),39
8981,LEIPZIG FZ-U.TRANSP.,39
9843,TRIKETEC,39
1760,SCOMADI (UK),38
3150,HITACHI-CONSTR.(F),38
6705,MAACK,37
8878,IMPULSA,37
0763,SCHWEIKERT,37
2108,LAND ROVER (UK),36
0251,HOEHNS,36
0324,PESCHKE,36
8300,IKARUS (H),36
7943,WANNER,35
1808,BLUECAR (F),35
9596,EPOKE (DK),35
1229,ISHIKAWAJIMA-SHIBAURA (J),35
6877,JENBACHER WERKE,35
6798,PIETSCH,35
0043,EISENACHER MOT.W-EMW,35
0906,MASS-FERG-HANOMAG(D),34
5034,HONDA (B),34
3148,USINES CLAAS (F),33
8971,POTSDAM MASCHINENBAU,33
2255,ALRENDO (RC),33
5029,IMV-ADRIA (B),33
0418,FAHRZGW.BUECKE.-FAKA,33
1351,S&T MOTORS (ROK),32
6727,SCHOLL,32
1524,WINORA,32
1180,LONCIN GROUP (RC),32
0205,DIEDAM,32
7510,MOTORHISPANIA (E),31
7825,CAL-APPARATEBAU,31
7887,"FISCHER,FZ-BAU",30
1439,GAMAX (RC),30
4110,TRATT.LAMBORGHINI(I),30
7930,AUBURGER & MUELLER,30
8865,HALLE KAROSSERIEWERK,30
0259,HUBER & WOESSNER,30
6326,ALU.U.METALLWAR.-AMF,30
7114,HITACHI (J),29
7507,HNOS.SANCHEZ-LAF.(E),29
4150,VOR MOTORI (I),29
6678,SEDELMAYER,28
1947,WALBERG,28
2300,LUOYANG NORTHERN MC (RC),28
6631,GOLDHOFER,28
8882,KARSTAEDT ANH-BAU,28
6586,AHLMANN-MASCHINENBAU,28
6023,STETZL (A),28
4157,VALPADANA (I),27
7883,STORCH,27
0862,HANNEFORTH,27
8006,JAWA (CS),27
0190,STEFFENEWERS,27
1400,MITSUBISHI (AUS),27
1685,CATTANEO (I),27
7719,HANOMAG BAUMASCHINEN,27
8655,FGS,27
0319,"BARTSCH,W.-WOLFBART",27
2383,ESCORTS KUBOTA (IND),27
1731,KTM SPORTCAR (A),26
4083,NUOVA-INNOCENTI (I),26
7474,CIXI KING.(RC),26
0007,BUESSING,26
1605,TONG YANG MOOLSAN (ROK),26
6898,ISARTALER,26
1804,ZHEJIANG SHANQI (RC),26
6571,"FISCHER,GEORG",26
1486,TAZZARI (I),25
1593,TOYOTA CAETANO (P),25
8835,MAGDEBURG MASCH-BAU,25
2018,WESTFIELD (UK),25
8001,CZ-BOEHM.MOTOREN(CS),25
9850,NEOPLAN BUS,24
0010,DKW,24
9606,VESTAS (DK),24
1219,FRESH BREEZE,24
1984,ZHEJIANG JINBANG (RC),24
8967,POTSDAM LANDTECHNIK,24
7975,EURA MOBIL,23
2002,AUSTIN (UK),23
5008,GENERAL PRODUCTS (B),23
2379,LIVEWIRE (USA),23
0311,MARS-WERKE,23
9704,INTERCYCLE (NL),23
9811,SIMSON MOTORRAD,23
3063,SPL (F),23
9102,SAAB (S),23
1395,XINGYUE (RC),22
0492,"SAURE,WILHELM",22
6820,DEHLER YACHTBAU,22
6013,LIEBHERR (A),22
6623,AMAZONEN-WERKE H. DREYER,22
1607,TADANO FAUN,22
8815,EBERHARDT-MENGELE,21
2311,ZHEJIANG KAYO (RC),21
1235,CHONGQING LIFAN (RC),21
1986,CITYBLITZ,21
6677,KOEDEL & BOEHM,21
0022,RHEINSTAHL HENSCHEL,21
6169,JOTHAWERK,21
2304,WIN LIFE (E),21
6825,KALI FAHRZEUGBAU,20
0183,MEIWA,20
1919,GUANGZHOU FEKON (RC),20
6883,SCHUCHERT&BRAEUNING,20
8919,KRETSCHMER,20
3146,SCCM (F),20
1941,BUHLER (CDN),20
0057,UT-MOTORRADFABRIK,19
6805,"MIDDENDORF,MARKTSCH.",19
8747,SIMSON ZWEIRAD,19
6435,WIKING,19
5051,FORD (TR),19
0334,LEY,19
9968,VOLVO CONSTRUCTION,19
6163,"HOFFMANN,ESCHERSHSN.",19
0726,WESTDEUTSCHE C.WOLF,18
1370,VDL BUS & COACH (NL),18
8112,AGROMEHANIKA (SLO),18
6029,AEBI RASANT (A),18
7813,KAROSSERIEW.DRESDEN,18
9597,DENKA LIFT (DK),18
2346,GASGAS (E),18
7800,MELKUS,18
1094,BOSS HOSS(USA),18
1173,CNH AMER.LLC (USA),17
8960,BORNSEN SPEZ-ANH-BAU,17
5982,TEMSA (TR),17
3030,HEYWANG (F),17
1479,BECKMANN VOLMER (PL),17
7824,FAWI,17
8808,STUFF,17
8005,POVAZSKE-JAWA (CS),17
1183,INGERSOLL-RAND (CZ),17
6690,STILL,17
9316,CHARKOW TRAK-W.(SU),17
1549,MIA ELECTRIC (F),17
1759,M1-SPORTTECHNIK,17
8891,BELLING,17
2176,JETLOADER KWANTEN (B),16
1931,SCHELL,16
9951,KAMAG,16
5009,CONSTRUCTAM (B),16
9949,AHLMANN-BAUMASCHINEN,16
1559,SEKA,16
2179,ENERGICA (I),16
8798,MASCHINENF.STOLPEN,15
0138,"HUMMEL,LUDWIG",15
8961,MAGDEBURG UNITRAS,15
2139,COMPAIR (UK),15
7878,CRAMER,15
3039,JAMET (F),15
3000,BUGATTI (F),15
7657,FRANKIA,15
7028,GRUETER+GUT (CH),15
6751,STEINKUHLE-FRISTEIN,15
0551,THURNER,15
0579,KLEINSCHNITTGER-W.,15
0323,PANTHERWERKE,15
8027,TECHNOSPORT (CR),15
8978,BRANDIS FAHRZEUGBAU,15
0474,"MEISTER,BIELEFELD",15
1517,RIESE & MUELLER,15
2086,CHRYSLER (UK),14
0244,SCHAUBSTAHL-BEHACO,14
2286,RESPO (EST),14
7874,TREBBINER FAHRZEUGB.,14
5039,HOME-CAR (B),14
6701,KEMPER,14
0076,INDUST.KARLSRUHE-IWK,14
6390,WEYHAUSEN,14
1058,TALSON (NL),14
9615,FRENDERUP (DK),14
2052,MORRIS (UK),14
0612,SOLO,14
0200,WIEDENLUEBBERT,14
0858,GOESSER,13
6795,WEISIG,13
0520,REIMANN,13
9631,NOVEL (NL),13
1684,MANITOWOC (F),13
1825,YANMAR,13
7729,ANSCHAU,13
2395,JIANGSU XINRI (RC),13
9617,JECOTE (DK),13
2029,IVECO FORD (UK),13
1074,INGERSOLL-RAND (USA),13
2275,UK MODEN (UK),13
1276,BRENDON (UK),13
0651,STEIB,12
1864,NEMAUSUS (F),12
0679,"VIDAL,HERBERT",12
1982,HYUNDAI CONSTR. (ROK),12
2282,CAKE (S),12
2025,NUFFIELD (UK),12
3045,DEERE (F),12
5014,NIMROD (B),12
0731,PFEFFERKORN,12
8851,DOELLSTAEDT TFG,12
0353,TORPEDO-WERKE,12
8979,NEUSTADT LANDMASCH.,12
6534,KLAAS,12
7786,FURUKAWA,12
9314,KREMENTSCHUG (SU),12
1975,KARCHER,12
0539,IRUSWERKE,12
8019,BSS BRANDYS (CS),12
1382,ZHEJIANG LINGYU (RC),12
9638,WERKVOORZ.-SCHAP(NL),12
4126,ROTAIR (I),11
1394,ONTARIO (CDN),11
7001,MOTOSACOCHE (CH),11
1657,ALBACH,11
0486,BISMARCKWERKE,11
4039,FIAT-OM (I),11
1171,CASE LLC (USA),11
1267,JOHN DEERE (NL),11
8910,HAENSEL,11
4164,NEW HOLLAND KOB. (I),11
9323,ZIL-WERKE (SU),11
9603,BUKH (DK),11
2020,LDV (UK),11
7833,SPEZI BAU,11
4154,TEAM AZZALIN (I),11
2240,XIAOBEN (RC),10
0345,PUTZMEISTERWERK,10
8880,WERNIGERODE KARO-BAU,10
6988,LEHMANN U.JACOB,10
1084,CONSTRUCOES PLUMA (P),10
1910,FORD NEWHOLLAND(CDN),10
4111,OM FERRARI (I),10
2260,PURPLE LINE (UK),10
8689,MTD PRODUCTS,10
0234,POETTINGER (A),10
0176,ZEPPENFELD,10
9306,URAL (SU),10
0212,"BOECKER,ALBERT",10
7885,SAB VIETZ,10
2254,CHANGZHOU NIU (RC),10
4191,IVECO FIAT (I),9
7005,BUCHER-GUYER (CH),9
0220,MINIMAX,9
8105,IVO LOLA RIBAR (YU),9
1438,CHUNFENG (RC),9
1883,DALLARA (I),9
1723,VOCOL,9
9611,PEDERSEN (DK),9
8883,PGH LEIPZIG,9
8986,DESSAU OEVW,9
0196,"ROEHRS,HERMANN",9
8204,INTREPRINDEREA (R),9
1647,LINDDANA (DK),9
0092,"TOTAL,FOERSTNER & CO",9
1288,JET POWER(RC),9
0614,BLUMHARDT,9
1279,TAIZHOU CHUANL(RC),9
1626,SCHULTES,9
1186,EOHIPPUS,9
2259,ESCHLBOECK (A),8
3094,ACL (F),8
7599,CHRYSLER (E),8
2009,ROLLS-ROYCE (UK),8
9753,HOTRA (NL),8
1571,OK KARDESLER (TR),8
2145,PATONA (E),8
1763,HOREX MOTORCYCLES,8
7839,ELG BRANDENBURG,8
8975,WEIMAR-WERK,8
1823,KOMATSU,8
1879,QUARTA,8
7714,KUEPPER + WEISSER,8
0197,KAELBLE,8
9612,THOMSEN (DK),8
1790,DUCATI (THA),8
7840,APOLDAER FEUERL-GER.,8
0065,BACHERT,8
8869,DRESDEN STROMANL-BAU,8
1934,OMC AXLES & TRAILERS (I),8
1702,PENDING SYSTEM,8
9953,E.-ATV RACING,8
9760,VLASTUIN R.E.(NL),8
9926,WK TRIKES,8
0093,ZIEGLER,8
0495,ANKER/PAMAG,8
1412,KARAVAN TRAILERS (USA),8
3126,MANURHIN (F),8
1861,AIXAM (F),8
8572,AUBURGER,8
7927,TECNO,8
8787,TIRSAN,8
1289,K.L.(I),7
8833,LEMKE,7
1958,SEGWAY (NL),7
1631,METAL-FACH (PL),7
1709,SCANVOGN (DK),7
9104,BOLINDER-MUNKTELL(S),7
1650,TEREX COMPACT GERMANY,7
0949,"GREWE,HERMANN",7
8879,MALSCHWITZ BHG,7
7777,GREENLAND,7
1473,BASOGLU (TR),7
9322,LICHATSCHOW (SU),7
2252,KRONE AGRICULTURE,7
0021,HECKER,7
7006,HUERLIMANN (CH),7
6018,KAESSBOHRER (A),7
0398,RIEDEL,7
7705,SENNEBOGEN,7
7683,METZGER,7
0660,"KOEHLER,BREMEN",7
7805,PEMA,7
8991,ASCHERSLEBEN KAROSS.,7
3130,MECANO-GALVA (F),7
0671,MASSHOLDER,7
8992,BERLIN SPEZIALFZ-W.,6
2084,TALBOT MOTOR (UK),6
1224,PERAVES (CH),6
3107,STERCKEMAN (F),6
1616,GOBAX,6
1461,LS CABLE (ROK),6
9621,HANSEN & SKOV (DK),6
0555,ACHILLES-WERKE,6
1761,JIANGSU DAFIER (RC),6
1806,FARMTECH (SLO),6
6961,CHEMOWERK,6
6155,HELLMICH,6
6536,BREINING,6
4004,VIGNALE (I),6
2288,CENNTRO (USA),6
9110,BOJ (S),6
9714,CARSTABO (NL),6
1923,DOOSAN (CZ),6
6777,SCHEUERLE,6
3005,FURUKAWA (F),6
3006,PEUGEOT CYCLES (F),6
7857,ANNABURGER NUTZFZ.,6
1380,ZHEJIANG JMSTAR SHEN.(RC),6
8203,UZINA MECANICA (R),5
6781,"STOCKBURGER,EUGEN",5
0516,BASTERT-WERKE,5
3073,LOHR (F),5
4102,CIMATTI (I),5
8977,NORDHAUSEN ZV-MECHAN,5
1182,OTOKAR (TR),5
0480,"WANDERER-WERKE,HAAR",5
1352,DERBY CYCLE,5
8831,MOESER FAHRZEUGWERKE,5
5032,SAAB EUROPE (B),5
9751,SCANIA NEDERLAND(NL),5
0788,"KRAUTTER,OTTO",5
8984,HALLE INDUSTRIEWERK,5
4159,VERTEMATI MOTO (I),5
7665,DRESSER,5
4137,FIAT HITACHI (I),5
6540,"MERSCH,FRANZ",5
3138,LIGIER (F),5
0388,FRISCH,5
0328,RUTHEMEYER,5
4161,EGIMOTORS (I),5
6860,KOMBINAT FORTSCHRITT,5
5049,CNH (B),5
2124,BROWN HORSEBOXES(UK),5
0350,SCHWARTBECK-FORTUNA,5
0445,NORDD.TRAKT-NORDTRAK,4
3016,SULLAIR EUROPE (F),4
1372,SIP (SLO),4
6628,NIEPER,4
8491,STAUDINGER,4
1987,ROPA,4
0049,"GUTBROD,PLOCHINGEN",4
0627,EHLERS,4
8870,PIRNA STROEM-MASCH.,4
1383,ZHEJIANG XINGYUE (RC),4
2080,KRONINGS (DK),4
2044,AMAZONE (F),4
0699,FAHRZEUGW.KULMBACH,4
5980,MERCEDES-B.TUERK(TR),4
1554,DURMUS OEZGUEL (TR),4
5985,ANADOLU ISUZU (TR),4
4125,PEZZAIOLI (I),4
1619,DIECI (I),4
9315,KAMA AUTOMOBILW.(SU),4
3145,CNH FRANCE (F),4
0525,GEIER-WERKE,4
6767,RUHRSTAHL,4
1257,PFANZELT,4
1630,GLAAP & BRINKMANN,4
0712,UNTERHOLZNER,4
1195,AMSTRONG (RC),4
7763,ECOAIR,4
9208,FSC (PL),4
8997,ZERBST LANDTECHNIK,4
8855,DRESDEN VERKEHRSKOM.,4
1991,AUTHENTIC,4
1772,GOVECS (PL),4
8358,TATA ENG.(IND),4
8989,NEUBRANDENBURG REP-W,4
0149,JENBACHER (A),4
8830,FAME,4
8864,WERNEUCHEN KAROS-BAU,4
0502,GRITZNER-KAYSER,4
3048,ACMA (F),4
6611,KRUSE,4
9220,OMAG (PL),4
1680,EMCO,4
8963,WAREN FORSTTECH.,4
5010,GEUSENS-LAG (B),3
2345,ETESIA (F),3
8995,OBERLICHTENAU FORST.,3
7015,BOSCHUNG (CH),3
6202,MEYERS,3
0609,"BAUER,PETER",3
2171,VANDERHALL,3
1311,ARKUS&ROMET(PL),3
1721,CLAAS (D),3
7829,FAHRZEUGBAU LEIPZIG,3
2221,HOLDER,3
0082,VENUS,3
2337,VENT (I),3
0096,ELEKTROMASCH.FULDA,3
4162,L.M.P. (I),3
6868,SCHAEFF,3
2003,BSA (UK),3
6011,ROTAX (A),3
9602,GYRO (DK),3
8945,EILENBURG LANDTECH.,3
9604,J.F.-FABRIKEN (DK),3
2185,MAS ELEKTRONIK,3
8866,MIROW FAHRZEUGBAU,3
6936,SUZUKI,3
8959,MEININGEN LANDTECH.,3
8996,BERLIN WASSERTECHNIK,3
1384,JIANGSU SINSKI SONIK (RC),3
1508,ZEG,3
2107,SINCLAIR (UK),3
2374,TVS (IND),3
3056,SAVIEM (F),3
3096,SOTTIAUX (F),3
0882,DEMAG-DRUCKLUFTTECHN,3
8303,BUDAMOBIL (H),3
0161,"BRUNS,GEESTE",3
6014,MENGELE (A),3
8928,ZWICKAUER MASCH-FAB.,3
1700,CLEVERTRAILER (CH),3
1603,HUMER (A),3
2309,GRANDRO (PL),3
0688,RENGER,3
0527,SCHMOTZER,3
8844,DRESDEN WAERMEGER.,3
6025,BISO (A),3
0510,BAUER-WERKE,3
2289,TWIN ARC (B),3
1929,FLYER (CH),3
7758,LESCHA,3
8957,NAUEN LANDTECH.,3
8008,CZM (CS),3
8708,MV LUEBTHEEN,3
1762,ZHEJIANG JIAJIAJUNENG(RC),3
8836,SCHNEIDER,3
9108,VOLVO BM (S),3
0511,HAGEDORN,3
0344,HACHMEISTER,3
0692,SCHENK,3
0915,"BRAUN,HEINZ",3
3115,J I CASE (F),3
6437,KNAUSS,3
0030,CHAMPION,3
8871,BERLIN BDS,3
9925,"BOHNACKER,WALDST.",3
4100,MARANGON (I),3
6501,"WERNER,TRIER-EHRANG",2
7502,MOTO VESPA (E),2
0040,PHAENOMEN,2
1417,ZECK,2
1664,OFF.BREV.CARON (I),2
8912,MECHAN.BAUWESEN-MBK,2
6776,KRUEGER,2
9313,MINSK AUTOMOBIL.(SU),2
7838,LAFARO,2
0950,KUNSTSTOFF,2
7821,RAU,2
2350,YANGZHOU YAXING (RC),2
0028,KRUPP,2
0717,WAGENER,2
7703,SPAEGELE,2
0178,WALTHER & CIE,2
0173,BARTH,2
8793,WILLIBALD,2
0908,REHBERGER,2
4009,SIATA (I),2
4131,TURBOSOL (I),2
6748,MOESSBAUER,2
9601,RANDERS (DK),2
0823,FAHRZEUGW.LUEBTHEEN,2
0606,"MANDERBACH,PAUL",2
4101,MOTO BM (I),2
4140,BCS (I),2
9595,HARDI INTERNAT.(DK),2
0399,"BLEICHERT,KOELN",2
0422,EBERLE,2
1695,WELSH HARP (UK),2
6330,EIWELEIT,2
0512,LUTHER-WERKE,2
9735,TOMOS (NL),2
2351,CHONGQING HUANGHE (RC),2
9219,WOOD-MIZER (PL),2
8152,GORGOLIS (GR),2
9720,STERO (NL),2
2364,SHARKGULF (RC),2
3143,HITACHI-FURUKAWA (F),2
1591,TOMBERLIN (USA),2
1187,TOWER-LIGHT,2
6205,"MUELLER,DUESSELDORF",2
1441,MZ MOTORENWERKE,2
6320,GRUENZWEIG&HARTMANN,2
9124,CABBY (S),2
0194,POLLMEIER,2
0072,HAGELSTEIN,2
4081,FIAT VEICOLI (I),2
8988,DEUTSCHE POST,2
0080,METZ,2
3059,DIGUE (F),2
7869,DOLL,2
1261,TEREX LANGENBURG,2
8207,CRAIOVA LANDMASCH(R),2
0124,KANAL-ROHRBAU,2
2249,LIDER (F),2
9211,FADROMA (PL),2
0414,SIEBEN ERBEN,2
1070,VDL BUS (NL),2
6987,HSM,2
9320,KALININ BAGGERW.(SU),2
6615,KUMLIN,2
0175,GOTHAER WAGGONFABRIK,2
6711,MEUSER,2
0115,UETERSENER HATLAPA,2
0317,EISENK.U.MA.-EIKOMAG,2
1964,POL-PLANET,2
0127,HELLER,2
0540,PATRIA-WKC,2
9707,BATAVUS (NL),2
2363,QIANJIANG (RC),2
7844,EILENBURGER MASCH-B.,2
3139,HRD INDUSTRIE (F),2
4017,LEVANTE RIMORCHI (I),2
0888,FLOTTMANN-WERK,2
1967,SUPRA,2
0438,ALPENLAND,2
6173,KLINK,2
8973,HAVELBERG LIA,2
0458,DEUTSCHE KOCKUM,2
1490,FOTON LOVOL (RC),2
8924,HALLE VAKA-WERKE,2
8847,FRANK,2
0452,KIBO,2
0191,ESSLINGEN,2
7841,ANH-BAU MARKKLEEBERG,2
0485,MIAG,2
8843,PGH BRUNAU,2
8746,MSA,2
3104,MACO-MEUDON (F),2
7843,SIMSON,1
0897,FLAMMAT-WERK,1
8932,DRESDEN BAUMECHAN.,1
4052,LAVERDA (I),1
6747,ZIEMANN,1
1034,BOLENS DIVISION(USA),1
0172,ZYKLOS METALLBAU,1
7779,BICKEL,1
0976,STRICKER,1
7602,CEMOTO (E),1
6649,ROHR,1
1272,HORSEART,1
7027,SWIZZBEE (CH),1
3062,S.E.M.M.(F),1
2056,EPOWERFUN.DE,1
7815,KH ANH-BAU,1
2302,MOBI HOUSE (PL),1
0909,BEUMER,1
6172,KEMPF,1
7511,UTIFORM (E),1
1654,STEVENS,1
6022,WETSCHKA (A),1
7471,JOFANG (RC),1
0128,ELEKTRO-STAHLBAU,1
1505,GRACE,1
9896,LELY,1
7023,HUSER (CH),1
0379,RAUCH,1
9842,HYDREMA,1
1544,KOLUMAN (TR),1
0697,"SCHMID,LEONHARD",1
0363,"MEYER,HANS",1
1521,MATEV,1
3131,CLAAS (F),1
0120,FELLA-WERKE,1
6200,"MERSCH,ALFONS",1
7832,NAUTECH,1
1989,DENVER (DK),1
6231,SCHIER,1
9845,"HELMIG,HANS",1
6934,HOLMER,1
0595,"KELKEL,JOSEF",1
6493,ACKERMANN-FRUEHAUF,1
8759,KOMENT,1
7736,"AUWAERTER,WALDERSHOF",1
0048,SIMSON-BSW.,1
0412,BURG,1
0602,AHRWEILER,1
2405,MAEVING (UK),1
2192,EROGLU (TR),1
6817,DIA PUMPENFABRIK,1
8856,POTSDAM HANDELSTR.,1
1743,HNF,1
8931,DRESDEN STAHLHOCHBAU,1
4129,FERRO (I),1
8208,AUTOMECAN.MEDIAS (R),1
4044,PERIPOLI (I),1
0996,KLAUS,1
7529,MOTOR IBERICA (E),1
7590,INDUSTR.D.MOTORS (E),1
0601,ACKERMANN,1
6710,VOMO,1
1557,ZHEJIANG JONWAY (RC),1
9212,ZUT OSTROWEK (PL),1
9899,DECONTA,1
6881,KRUG-CARAVAN,1
6957,CARAVAN MUELLER,1
8022,CHRUDIM (CS),1
0653,FREUDENTHALER MASCH.,1
1547,JIANGSU JINJIE (RC),1
2005,BAMFORD (UK),1
7785,WUELLNER,1
1301,DALBO (DK),1
7609,LUNA (E),1
8966,HAINICHEN-FLOEHA KFL,1
0131,"ADELSHEIM,MASCH.FABR",1
1592,TEREX DEUTSCHLAND,1
0302,FINK,1
1781,EAGLE (UK),1
6697,LINK,1
6932,KLEINE,1
1399,CHIEN TI ENTERPRISE (RC),1
0940,"FISCHER,FRANZ",1
2223,KAERCHER MUNICIPAL,1
6114,"BOECKER,JOSEF",1
1129,TUNGER,1
7470,SHE LUNG (RC),1
0181,CONC-ELEKTRIZIT-CEAG,1
1491,ISEKI,1
9878,JAPAN SPEED,1
8501,BARDENHORST,1
8867,PARKENTIN KAROSS-BAU,1
8834,IMMISCH,1
4119,PIACENZA RIMORCHI(I),1
8742,HRD,1
8617,STUERZEL,1
1655,MEIER,1
1100,ROEHLK SPRING (USA),1
8023,LIAZ (CS),1
0291,HOELLE,1
0163,ZEPPELIN-METALLWERKE,1
6021,ACHLEITNER (A),1
2199,HAWE WESTER,1
7756,LORENZ & RANKL,1
8859,PGH SCHWERIN,1
7024,FHS (CH),1
6561,EISELE & SOEHNE,1
1337,CHONGQING DONGBEN (RC),1
5011,MANUTENT.MARGANNE(B),1
3120,LUTZ (F),1
1262,KVERNELAND (NL),1
8925,MINOL,1
8946,NEUFAHRLAND LANDTECH,1
2193,ZAMELUX GREEN (E),1
5037,SPERRY (B),1
0817,DAMMANN,1
6588,LATZ,1
8744,VOLVO COMPACT,1
9711,ARPIC-ATLAS (B),1
2167,INNOVAMAXX,1
0129,SCHOLLMEYER & MAHLER,1
4010,MORO FRATELLI (I),1
6802,BORCO-HOEHNS,1
8935,LENGENFELD BAUMECH.,1
1482,BURG SILVERGREEN,1
8714,BOOM,1
0367,HOWARD ROTAVATOR,1
8028,ANTIP (CZ),1
0672,MEIERLING,1
0255,BUECKER,1
0341,"HEINKEL,BLAUBEUREN",1
1015,MASSEY-HARRIS (USA),1
8943,BAD-SALZUNGEN KFL,1
0880,GROTE,1
6618,LANG,1
0206,ZIEBUHR,1
3076,CASE (F),1
1705,LINDHOLDT (DK),1
0202,"AUWAERTER,GOTTLOB",1
8857,ERFURT VERKEHRSKOM.,1
1463,TECDRIVE,1
9209,JELCZ AUTOMOBIL.(PL),1
6823,DEMAG,1
7901,HORZ,1
6671,"SCHNEIDER,ADOLF",1
5018,ROSART (B),1
6311,"RUBNER,FA-GE-WERKE",1
4012,MONDIAL (I),1
0616,BUNGE,1
6909,GEROH,1
0619,LEWARK & VOIGT,1
9224,FC URSUS (PL),1
7855,DEUTZ-FAHR,1
6878,WOCKEN,1
1972,MICRO,1
6933,MARCHNER,1
8951,NEUBRANDENBURG NGMB,1
0993,"WAGNER,VICTOR",1
0821,ROHRSSEN,1
1939,IO HAWK,1
6630,OCKENFELS,1
6188,LEHRE,1
7600,AVELLO (E),1
6709,WEIDNER,1
6306,"HEIMANN,PAUL",1
0837,WEIGOLD,1
6512,CARAVANBAU-HENNERICI,1
7696,FLENSBURG.FZ-BAU-FFG,1
8740,STAHA,1
1674,LORYC (E),1
6971,TOTAL,1
7451,TAIWAN VESPA (RC),1
6530,WUELLHORST,1
4153,FIAT KOBELCO (I),1
1191,MAN NUTZFAHRZEUGE(A),1
6319,GLATZ,1
2371,JINAN DALONG (RC),1
0799,MEYLE,1
7477,HARTFORD (RC),1
9605,ANDERSEN&JENSEN (DK),1
7775,M-TEC MATHIS,1
8429,HILKEN,1
1312,QINGQI (RC),1
0805,WESTHA,1
6871,KNIES,1
6106,BAUMEISTER,1
6843,HIEBLE,1
5027,FAYMONVILLE (B),1
2369,YANMAR (TR),1
1535,ZEST (NL),1
0647,GREINER,1
1871,ANTONIADIS & SIA (GR),1
9109,POLARVAGNEN (S),1
6787,LANGENDORF,1
9756,PEETERS (NL),1
6801,SEMEX,1
8953,SCHWERIN LANDTECH.,1
1362,NEW REBEL (NL),1
7762,"STOLL,WILHELM",1
0586,URSUS,1
0683,PEEMOELLER,1
0811,STEEB,1
0851,HIMMELSTEIN,1
9640,CARBO (NL),1
1600,MCHALE (IRL),1
1992,ITALIAN MOTORCYCLE (I),1
0564,DEMAG-BAUMASCHINEN,1
9703,TRANSPORT INTER.(NL),1
6632,STILLE,1
0537,BUTZEN FZ-BAU,1
3117,CASE POCLAIN (F),1
0119,LUTZ,1
3069,CLARK (F),1
1562,SOGEWALOT (PL),1
8930,LEIPZIG INSTANDH.,1
0109,CREDE,1
0378,BAYR.TRAKT.U.FZG-BTG,1
8304,BUDAPEST TRAK-FA.(H),1
7802,BOSCHERT,1
9859,MAN SONDER (A),1
9930,TANTE PAULA,1
9210,HSW (PL),1
0335,SCHAD,1
7989,BAOS,1
4016,LOMBARDINI (I),1
