KBA,WMI1,WMI2,Name,FullName,Location
0114,,,VOELKER,HELMUT VOELKER FAHRZEUGBAU U.LANDMASCHINEN,HEBSTAHL KRS.ERBACH/ODENWALD
0115,,,UETERSENER HATLAPA,HATLAPA UETERSENER MASCHINENFABRIK GMBH & CO,UETERSEN/HOLSTEIN
0116,,,BOLLE,GEBR.BOLLE OHG,EVERSWINKEL/WESTFALEN
0117,,,DREES,HUBERT DREES LANDMASCHINEN-U.FAHRZEUGBAU,GREVEN/WESTFALEN
0118,,,PEINER-M-SCHRAUBENW.,PEINER MASCHINEN- UND SCHRAUBENWERKE AG,PEINE
0119,,,LUTZ,FAHRZEUGWERK LUTZ,GEROLZHOFEN
0120,,,FELLA-WERKE,FELLA-WERKE GMBH,FEUCHT/BAYERN
0121,W09,H12,HAMMELMANN,PAUL HAMMELMANN MASCHINENFABRIK GMBH,OELDE/WESTFALEN
0122,,,"ZIEHN,RICHARD",FAHRZEUGWERK RICHARD ZIEHN KG,BAD GODESBERG
0123,W09,G18,GEDA-DECHENTREITER,GEDA-DECHENTREITER MASCHINENBAU GMBH (ANHAENGER),ASBACH-BAEUMENHEIM
0124,,,KANAL-ROHRBAU,KANAL-ROHRBAU W.EICHHOFF KG,SCHWALENBERG/LIPPE
0125,,,BOCK,JOSEF BOCK KAROSSERIE-U.SPEZIALFAHRZEUGBAU,MANNHEIM-NECKARAU
0126,W09,M24,MENSING,HEINRICH MENSING FAHRZEUGBAU (ANHAENGER),NORDSTEMMEN
0127,,,HELLER,KURT HELLER SCHMIEDEMEISTER U.FAHRZEUGBAU,VISSELHOEVEDE/HANNOVER
0128,,,ELEKTRO-STAHLBAU,ELEKTRO-STAHLBAU,PUTZBRUNN B.MUENCHEN
0129,,,SCHOLLMEYER & MAHLER,SCHOLLMEYER & MAHLER GMBH WOHNWAGENBAU,WITTEN/RUHR
0130,,,WEISSER,WEISSER WINTERMASCHINEN GMBH (ANHAENGER),BRAEUNLINGEN/BADEN
0131,,,"ADELSHEIM,MASCH.FABR",MASCHINENFABRIK ADELSHEIM GMBH,ADELSHEIM/BADEN
0132,,,"REUTER,JAKOB",JAKOB REUTER & SOEHNE OHG LANDMASCHINENBAU,MANDERSCHEID/EIFEL
0133,,,GLAMANN & ROEHRIG,GLAMANN & ROEHRIG BAUFAHRZEUGE,SENNESTADT B.BIELEFELD
0134,W09,006,OHLE,UWE OHLE SCHMIEDEMEISTER (ANHAENGER),PRONSTORF
0135,,,BUCHEN,SAEGEWERK BUCHEN OHG,MORSBACH/SIEG
0136,,,RHETA-TRANSPORTANL.,RHETA TRANSPORT-ANLAGEN U.VERSCHLEISSSCHUTZ GMBH,MANNHEIM
0137,,,DANGELMAIER,JOSEF DANGELMAIER GMBH & CO KG,SCHWAEBISCH GMUEND
0138,,,"HUMMEL,LUDWIG",ING.LUDWIG HUMMEL MASCHINENFABRIK U.EISENGIESSEREI,HEITERSHEIM/BADEN
0139,,,HARDER,GEORG HARDER MASCHINENFABRIK AG,LUEBECK
0140,,,FEUERSTEIN,FR.FEUERSTEIN FAHRZEUGBAU,RENCHEN/BADEN
0141,WJH,,CASE,CASE GERMANY GMBH (ZUGMASCHINEN),HEIDELBERG
0141,,,CASE,J.I.CASE DEUTSCHLAND GMBH BREMEN,ECHING UEB.FREISING
0141,,,J I CASE,J.I.CASE DEUTSCHLAND GMBH BREMEN,ECHING UEB.FREISING
0142,,,ANKER.BRAUNSCHWEIG,ANKER ZWEIRADVERTRIEBSGESELLSCHAFT MBH,BRAUNSCHWEIG
0143,,,STEIL,STEIL GMBH FAHRZEUGBAU,TRIER
0144,W09,W20,WILLIG,KURT WILLIG GMBH & CO KG (ANHAENGER),STRAUBING
0145,,,"GOETZ,RUDOLF",RUDOLF GOETZ LANDMASCHINEN,LUTZINGEN KRS.DILLINGEN
0146,,,"FRIEDRICH,SPATZ-FZB.","HARALD FRIEDRICH, SPATZ-FAHRZEUGBAU",TRAUNREUT/OBERBAYERN
0147,,,REPPEL-MASCHINENBAU,REPPEL-MASCHINENBAU GMBH,MEPPEN/EMS
0148,,,HARMENING,HERMANN HARMENING KG KAROSSERIEFABRIK,BUECKEBURG
0149,VAJ,,JENBACHER (A),JENBACHER WERKE AG,JENBACH (TIROL)/OESTERREICH
0150,,,BERGISCHE ACHSENFABR,BERGISCHE ACHSENFABRIK-FR.KOTZ & SOHN,WIEHL B.KOELN
0151,W09,E23,EILERS,DIEDRICH EILERS GMBH FAHRZEUGBAU (ANHAENGER),VAREL-ALTJUERDEN
0152,,,EBERHARDT.J.,JAKOB EBERHARDT GMBH & CO KG,ULM/DONAU
0153,W09,V12,VACHAL,MARKUS VACHAL FAHRZEUGBAU (ANHAENGER),CHAM
0154,SNR,,ROBUR,ROBUR-FAHRZEUG-ENGINEERING ZITTAU GMBH,ZITTAU
0154,WR0,,ROBUR,ROBUR-FAHRZEUG-ENGINEERING ZITTAU GMBH,ZITTAU
0155,W09,E26,ELLINGHAUS,ANTON ELLINGHAUS GMBH & CO (ANHAENGER),BECKUM/WESTFALEN
0156,,,BRUMI,BRUMI-LANDMASCHINENFABRIK GMBH,RIPPBERG UEB.WALLDUERN/BADEN
0156,,,MANDEL,JOSEF MANDEL ING.MOTORLANDMASCHINEN,RIPPBERG/BADEN
0156,,,MANDEL/BRUMI,MANDEL&BRUMI GMBH,RIPPBERG/BADEN
