KBA,WMI1,WMI2,Name,FullName,Location
2350,LJS,,Yangzhou Yaxing (RC),"Yangzhou Yaxing Motor Coach Co., Ltd.","Yangzhou City, Jiangsu Province/China"
2351,LDU,,Chongqing Huanghe (RC),"Chongqing Huanghe Motorcycle Co., Ltd.","Taojia Town, Chongqing/China"
2352,WE5,,Evetta,Evetta GmbH,Eppertshausen
2353,W09,MA8,MHF traX,MHF traX GmbH,Buchholz
2354,,,NUOVA INDUSTRIA (I),NUOVA INDUSTRIA TORINESE S.r.l.,Turin/Italien
2355,W09,SJ2,"Sackmann, Mario",Mario Sackmann Maschinen- und Fahrzeugbau,Kehl
2356,,,Wacker Neuson (A),Wacker Neuson Linz GmbH,Hörsching/Österreich
2357,TAD,,BMC (CH),BMC Switzerland,Grenchen/Schweiz
2358,,,VMAX Mobility,VMAX Mobility GmbH,Hausham
2359,MZD,,Classic Legends (IND),Classic Legends Pvt Ltd,Pune/Indien
2360,LFC,,SANY (RC),"SANY Automobile Manufacturing Co., Ltd.",Changsha City/China
2361,WE4,,ElektroMobile Deutschland,Elektro Mobile Deutschland GmbH,Offenburg
2362,SPG,,SEVIC,SEVIC Systems SE,Bochum
2363,LAW,,Qianjiang (RC),Qianjiang Group Corporation,Wenling/China
2364,R4V,,Sharkgulf (RC),Sharkgulf Technologies Group Limited,Hong Kong/China
2365,W09,J42,JOMA-Tech,JOMA-Tech GmbH,Willebadessen
2366,W09,T64,TOMOBIL,TOMOBIL GmbH,Baienfurt
2367,YSP,,Volta Trucks (S),Volta Trucks AB,Stockholm/Schweden
2368,YAP,,MOOOF (B),MOOOF NV,Wielsbeke/Belgien
2369,NM7,,YANMAR (TR),YANMAR TURKEY MAKINE A.S.,Izmir/Türkei
2370,LTU,,Nine Tech (RC),"Nine Tech Co., Ltd.","Changzhou, Jiangsu Province/China"
2371,LAE,,Jinan Dalong (RC),"Jinan Dalong Vehicle Industry Co., Ltd.",Jinan/China
2372,TJ5,,VEZEKO (CZ),VEZEKO s.r.o.,Velke Mezirici/Tschechische Republik
2373,TAF,,AureusDrive (B),AureusDrive BV,Antwerpen/Belgien
2374,MD6,,TVS (IND),TVS MOTOR COMPANY LIMITED,Hosur/Indien
2375,LJU,,WUHAN LOTUS (RC),"WUHAN LOTUS CARS CO., LTD.",Wuhan/China
2376,,,ZHEJIANG KUANTU (RC),"ZHEJIANG KUANTU INDUSTRY AND TRADE CO., LTD",Lishui/China
2377,LDP,,Dongfeng Motor (RC),Dongfeng Motor Corporation,"Wuhan City, Hubei Province/China"
2378,VA9,KT1,Komptech (A),Komptech GmbH,Frohnleiten/Österreich
2379,7TM,,LiveWire (USA),"LiveWire EV, LLC.","Milwaukee, Wisconsin/USA"
2380,,,CNH (PL),CNH Industrial Polska Sp.z o.o.,Plock/Polen
2381,,,REVOLT ZYCLING (CH),REVOLT ZYCLING AG,Fehraltorf/Schweiz
2382,TSP,,LINAMAR (H),LINAMAR HUNGARY ZRT. OROS DIVISION,Oroshaza/Ungarn
2383,M6S,,Escorts Kubota (IND),Escorts Kubota Limited,Faridabad/Indien
2384,WCH,,Cenntro,Cenntro Automotive Europe GmbH,Herne
2385,HOJ,,SHANDONG ODES (RC),"SHANDONG ODES INDUSTRY CO., LTD.","Zibo, Shangdong/China"
2386,WAY,,Aiways,Aiways Automobile Europe GmbH,München
2387,MEA,,TAFE (IND),TAFE-Tractors and Farm Equipment Ltd.,Chennai/Indien
2388,LF0,,Jiangxi DORCEN (RC),"Jiangxi DORCEN Automobile Co., Ltd.","Fuzhou City, Jiangxi Province/China"
2389,,,3Pscooters,3Pscooters e.K.,Berlin
2390,W09,SJ5,Streumaster,Streumaster Maschinenbau GmbH,Egglkofen
2391,RLL,,VinFast (VN),VinFast Trading and Production JSC,Hai Phong/Vietnam
2392,LAN,,Changzhou Yamasaki (RC),"Changzhou Yamasaki Motorcycle Co., Ltd.","Changzhou City, Jiangsu Province/China"
2393,SX7,,Arthur Bus (PL),Arthur Bus Sp. z o.o.,Wroclaw/Polen
2394,W09,N29,Ni-Ko,Ni-Ko GmbH,Engstingen
