KBA,WMI1,WMI2,Name,FullName,Location
2030,,,London EV Company (UK),London EV Company Limited,Coventry/Vereinigtes Königreich
2031,SCX,,LF HARRIS (UK),LF HARRIS (RUSHDEN) LTD (MOTORCYCLE),NEWTON ABBOT/Vereinigtes Königreich
2032,SPB,,TELESTAR-DIGITAL,TELESTAR-DIGITAL GmbH,Ulmen
2033,,,ESTUARY (UK),ESTUARY CARAVANS LTD,FELIXSTOWE/Vereinigtes Königreich
2034,,,BIRL & BILLINGT. (UK),B & B TRAILERS.BIRL U.BILLINGTON,LEAMINTON/Vereinigtes Königreich
2035,,,WILLERBY (UK),WILLERBY CARAVAN LTD,HULL/Vereinigtes Königreich
2036,,,WEEKS (UK),WEEKS & CO LTD,WINCOLMLEI (HULL)/Vereinigtes Königreich
2037,NR9,041,ODABASI (TR),ODABASI MAKINA OTOMOTIV A.S.,Yenisehir/Türkei
2038,,,ASTRAL (UK),ASTRAL-CARAVAN,HULL/Vereinigtes Königreich
2039,,,Eneway,Eneway GmbH,Bruchsal
2040,,,BERKELEY (UK),BERKELEY CARS LTD,BIGGLESWADE/Vereinigtes Königreich
2041,,,HILLMAN (GB),HILLMAN MOTOR CAR CO LTD,COVENTRY (WARWICKSHIRE)/ENGLAND
2042,,,HUMBER (GB),HUMBER LTD PKW-FABRIK,COVENTRY (WARWICKSHIRE)/ENGLAND
2043,,,FIAT-ALLIS (UK),FIAT-ALLIS UNITED KINGDOM LTD,STAMFORD/Vereinigtes Königreich
2044,VXU,,AMAZONE (F),AMAZONE SA FORBACH,Forbach/Frankreich
2045,YTV,,North Grade (S),North Grade AB,Ängelholm/Schweden
2046,XL0,,Orange Ventures (NL),Orange Ventures BV,Bergen op Zoom/Niederlande
2047,,,BRITISH CRANE (UK),BRITISCH CRANE & EXCAV.CORP,Vereinigtes Königreich
2048,,,ARROW (UK),ARROW CONSTRUCTION EQUIPMENT LTD,BLYTH/Vereinigtes Königreich
2049,,,LEYLAND (GB),BRITISH LEYLAND UK LTD,LONDON/ENGLAND
2049,,,LEYLAND (GB),BRITISH LEYLAND (AUSTIN-MORRIS) LTD,LONGBRIDGE (BIRMINGHAM)/ENGLAND
2049,,,LEYLAND (GB),LEYLAND MOTORS LTD,LEYLAND (LANCS)/ENGLAND
2050,W09,SH8,Satellite,Satellite Industries GmbH,Duisburg
2051,SAD,,JAGUAR (GB),JAGUAR CARS LTD (DAIMLER/PASSENGER CAR),COVENTRY/ENGLAND
2051,SAJ,,JAGUAR (GB),JAGUAR CARS LTD (JAGUAR/PASSENGER CAR),COVENTRY/ENGLAND
2051,,,JAGUAR (GB),JAGUAR CARS LTD,COVENTRY/ENGLAND
2052,,,MORRIS (GB),MORRIS MOTORS LTD AUTOMOBILFABRIK,COWLEY (OXFORD)/ENGLAND
2053,,,CRESTA (UK),CRESTA CARAVAN,HULL/Vereinigtes Königreich
2054,,,RILEY (UK),RILEY MOTORS LTD,COWLEY (OXFORD)/Vereinigtes Königreich
2055,SAH,,ROVER (GB),ROVER GROUP LTD,BIRMINGHAM/ENGLAND
2055,SAL,,ROVER (GB),ROVER GROUP LTD,WARWICK/ENGLAND
2055,SAR,,ROVER (GB),ROVER GROUP LTD,WARWICK/ENGLAND
2055,SAX,,ROVER (GB),ROVER GROUP LTD,BIRMINGHAM/ENGLAND
2055,,,ROVER (GB),THE ROVER CO LTD,SOLIHULL (WARWICKSHIRE)/ENGLAND
2056,,,ePowerFun.de,ePowerFun.de GmbH,Idstein
2057,,,FAIRHOLME (UK),FAIRHOLME,CARDIFF/Vereinigtes Königreich
2057,,,FAIRHOLME (UK),FAIRHOLME,CARDIFF/Vereinigtes Königreich
2058,,,SINGER (GB),SINGER MOTORS LTD,BIRMINGHAM (WARWICKSHIRE)/ENGLAND
2059,SFL,,LYNTON (UK),LYNTON,Vereinigtes Königreich
2060,,,STAND.TRIU.INT.(GB),STANDARD-THRIUMPH INTERNAT.LTD,COVENTRY/ENGLAND
2061,,,MASSEY-FERGUSON (D),MASSEY-FERGUSON GMBH LANDMASCHINENFABRIK,ESCHWEGE/WERRA
2061,,,MASSEY-FERGUSON (F),MASSEY-FERGUSON SA,BEAUVAIS/FRANKREICH
2061,,,MASSEY-FERGUSON (GB),MASSEY-FERGUSON LTD,COVENTRY/ENGLAND
2061,,,MASSEY-FERGUSON (I),MASSEY-FERGUSON ICM,APRILIA/ITALIEN
2061,,,MASSEY-FERGUSON(USA),MASSEY-HARRIS SCHLEPPERFABRIK,RECINE (WISCONSIN)/USA
2062,SCC,,LOTUS (UK),LOTUS CARS LTD (PASSENGER CAR),NORWICH/Vereinigtes Königreich
2063,,,AGCO (UK),AGCO LTD. (TRACTOR),COVENTRY/Vereinigtes Königreich
2064,,,Concept,Concept GmbH,Reichertshofen
2065,,,TILLING-STEVENS (UK),TILLING-STEVENS LKW-FABRIK,MAIDSTONE/Vereinigtes Königreich
2066,,,Driveman,Driveman GmbH,Breckerfeld
2067,,,VALLEY (UK),NENE VALLEY COACH-WORKS LTD,Vereinigtes Königreich
2068,SKA,,VAUXHALL (GB),VAUXHALL MOTORS LTD (VAUXHALL/PASSENGER CAR),LUTON (BEDFORDSHIRE)/ENGLAND
2068,SKF,,VAUXHALL (GB),VAUXHALL MOTORS LTD (BEDFORD TRUCK/BUS/VANS),LUTON (BEDFORDSHIRE)/ENGLAND
