KBA,WMI1,WMI2,Name,FullName,Location
1655,W09,MA0,Meier,Fahrzeugbau Meier GmbH,Altdorf
1656,W09,MA1,Morelo,Morelo Reisemobile GmbH,Schlüsselfeld
1657,W09,A65,Albach,Albach-Maschinenbau GmbH,Vohburg-Menning
1658,56K,,Indian Motorcycle (USA),Indian Motorcycle Company,"Wilmington, USA"
1659,W09,H16,Beilharz,Beilharz Nutzfahrzeuge Gelsenkirchen GmbH,Gelsenkirchen
1660,W09,T60,TRASCO (D),TRASCO Bremen GmbH,Bremen
1661,MLC,,THAI SUZUKI (THA),"Thai Suzuki Motor Co., Ltd.","Pathumthani 12130, Thailand"
1662,W09,KC7,Krude,Zentralschmiertechnik Norbert Krude,Neuenhaus
1663,TCL,,eDrive Concept (CH),eDrive Concept AG,Peist/Schweiz
1664,ZA9,D90,OFF.BREV.CARON (I),OFFICINE BREVETTI CARON S.r.l.,Pianezze/Italien
1665,W09,R59,Rothlehner,Rothlehner Arbeitsbühnen GmbH,Massing-Oberdietfurt
1666,SU9,ST4,Strassmayr (PL),Strassmayr GmbH,Przezmierowo/Polen
1667,,,Permobil (S),Permobil AB,Timra/Schweden
1668,W09,M89,Güstrower L-M-B,Güstrower L-M-B GmbH & Co. KG,Güstrow
1669,WCS,,CIMC Silvergreen Germany,CIMC Silvergreen Germany GmbH,Neu-Ulm
1670,W09,G63,Custom Chrome Europe,Custom Chrome Europe GmbH,Bad Kreuznach
1671,5SA,,Suzuki (USA),Suzuki Manufacturing of America Corporation,"Rome, GA (Georgia)/USA"
1672,WH5,,Hofele,Hofele-Design GmbH,Donzdorf
1672,W09,HC4,Hofele,Hofele-Design GmbH,Donzdorf
1673,TAC,,QUADRO (CH),QUADRO VEHICLES SA,Lugano/Schweiz
1674,VT9,069,LORYC (E),LORYC Mallorca SL,Calvia/Mallorca/Spanien
1675,,,Changzhou Dongfeng (RC),Changzhou Dongfeng Agricultural Machinery Group Co. Ltd,"Changzhou, Jiangsu/China"
1676,WJT,,InnoTrailer,InnoTrailer GmbH,Niedercunnersdorf
1677,W09,D44,Dachs,Dachs GmbH,Schöneck
1678,W09,P52,Pronautic,Pronautic Bootsanhänger,Wiesmoor
1679,W09,G72,Gergen,Gergen Kipper- und Fahrzeugbau GmbH,St. Ingbert
1680,WEK,,emco,emco elektroroller GmbH,Lingen
1681,WS5,,StreetScooter,StreetScooter GmbH,Aachen
1682,W09,R60,RW-Fahrzeugbau,RW-Fahrzeugbau GmbH,Darmstadt
1683,1Z9,318,Zero Motorcycles (USA),Zero Motorcycles,"Scotts Valley, Kalifornien/USA"
1683,538,,Zero Motorcycles (USA),Zero Motorcycles,"Scotts Valley, Kalifornien/USA"
1684,VF9,046,Manitowoc (F),Manitowoc Crane Group France S.A.S,Dardilly/Frankreich
1685,ZA9,L33,Cattaneo (I),Luigi Cattaneo,Magnago (Mailand)/Italien
1686,W09,BA5,BuK,BuK Boots- und Kunststoffbau GmbH,Lübesse
1687,W09,E51,ERO,ERO GmbH,Simmern
1688,MMS,,SUZUKI (THA),"SUZUKI MOTOR (THAILAND) CO,. LTD.","A. Pluakdaeng, Rayong/Thailand"
1689,W09,T61,Thiem,Thiem Fahrzeugbau & Krantechnik,Bremen
1690,,,Feraboli (I),Officine Meccaniche Ing. A. Feraboli S.P.A.,Cremona/Italien
1691,UH2,,Brenderup (S),Brenderup AB,Jönköping/Schweden
1691,YU1,,Brenderup (S),Brenderup AB,Jönköping/Schweden
1691,ZEB,,Brenderup (S),Brenderup AB,Jönköping/Schweden
1692,W09,BA6,Busch,Mirko Busch (NeSS NewStreetStyle),Weißenfels
1693,TBM,,Intercycle (CH),Intercycle AG,Sursee/Schweiz
1694,MBX,,Piaggio (IND),Piaggio Vehicles Pvt. Ltd.,"Baramati, Pune/Indien"
1694,MC3,,Piaggio (IND),Piaggio Vehicles Pvt. Ltd.,"Baramati, Pune/Indien"
1694,MET,,Piaggio (IND),Piaggio Vehicles Pvt. Ltd.,Pune/Indien
1695,SA9,223,Welsh Harp (GB),Welsh Harp Boat Centre,London/Vereinigtes Königreich
1696,SWN,,ZPP Niewiadow (PL),ZPP Niewiadow Sp. z o.o.,Ujazd (Polen)
