KBA,WMI1,WMI2,Name,FullName,Location
2069,,,WOLSELEY (GB),WOLSELEY MOTORS LTD,COWLEY (OXFORD)/ENGLAND
2070,,,PEAK (UK),"PEAK, TRAILERS U.CHASSIS LTD",BREDBURY/Vereinigtes Königreich
2071,,,Dr. Ferrari,Dr. Ferrari GmbH,Halsenbach
2072,SCT,,RICE (UK),RICE TRAILERS LTD (TRAILER),COSBY/Vereinigtes Königreich
2073,,,AVELING-BARFORD (UK),AVELING-BARFORD,GRANTHAIN/Vereinigtes Königreich
2074,SLC,,THWAITES (UK),THWAITES ENERGINEERING CO LTD,LEAMINGTON/Vereinigtes Königreich
2075,UCY,,SCUTUM (E),SCUTUM LOGISTIC S.L.,Barcelona/Spanien
2076,R45,,XL HOLDING GROUP (RC),"XL HOLDING GROUP CO., LIMITED",Hong Kong/China
2077,,,VANDEN PLAS (GB),VANDEN PLAS LTD,LONGBRIDGE-BIRMINGHAM/ENGLAND
2078,ULV,,VIKING (DK),Viking Trailers - Denmark A/S,Toftlund/Dänemark
2079,SMM,,MATCHLESS (UK),MATCHLESS MOTORCYCLE LTD,NEWTON ABBOT/Vereinigtes Königreich
2080,UKR,,Kronings (DK),Kronings ApS,Esbjerg/Dänemark
2081,,,L.A. Sports,L.A. Sports GmbH & Co. KG,Bergisch Gladbach
2082,,,MG (GB),MG CAR COMP LTD,ABINGDON/ENGLAND
2083,WAJ,,AT Zweirad,AT Zweirad GmbH,Altenberge
2084,SDB,,TALBOT MOTOR (UK),TALBOT MOTOR COMP LTD (TALBOT/PASSENGER CAR),COVENTRY/Vereinigtes Königreich
2084,,,TALBOT MOTOR (UK),TALBOT MOTOR COMP LTD,LONDON/Vereinigtes Königreich
2085,,,COUNTY (UK),COUNTY COMMERCIAL CARS LTD,ALDERSHOT/Vereinigtes Königreich
2086,SDA,,CHRYSLER (GB),CHRYSLER UNITED KINGDOM LTD (CHRYSLER/PASSENGER CAR),COVENTRY/ENGLAND
2086,SDD,,CHRYSLER (GB),CHRYSLER UNITED KINGDOM LTD (DODGE TRUCK),BEDFORDSHIRE/ENGLAND
2086,,,CHRYSLER (GB),ROOTES MOTORS LTD,LONDON/ENGLAND
2087,,,SUNBEAM-TALBOT (GB),SUNBEAM-TALBOT LTD,COVENTRY (WARWICKSHIRE)/ENGLAND
2088,VA9,MG1,Gruber (A),Gruber Otto Maschinenbau GmbH,Saalfelden/Österreich
2089,,,Yongkang Kugooo (RC),"Yongkang Kugooo Technology Co.,Ltd.","Yongkang City, Zhejiang/China"
2090,,,BLUEBIRD (UK),BLUEBIRD-CARAVAN LTD,PARKSTONE/Vereinigtes Königreich
2091,SCB,,BENTLEY (UK),BENTLEY MOTORS LTD (PASSENGER CAR),CREWE (CHESHIRE)/Vereinigtes Königreich
2091,SJA,,BENTLEY (UK),BENTLEY MOTORS LTD (PASSENGER CAR),CREWE (CHESHIRE)/Vereinigtes Königreich
2092,,,VELOCE (UK),VELOCE MOTORRADFABRIK,BIRMINGHAM/Vereinigtes Königreich
2093,,,DAIMLER COMPANY (GB),DAIMLER COMPANY LTD,COVENTRY/ENGLAND
2094,,,"Weidemann, Korbach",Weidemann GmbH,Korbach
2095,,,BRITISH-MARC (UK),BRITISH-MARC,LEYLAND/Vereinigtes Königreich
2096,,,SANKAY & SONS (UK),SANKAY & SONS,WELLINGTON/Vereinigtes Königreich
2097,,,JENSEN (UK),JENSEN MOTORS LTD,WEST-BROMWICH/Vereinigtes Königreich
2098,,,ACE-CARAVAN (UK),ACE-CARAVAN CO LTD,BEVERLY/Vereinigtes Königreich
2099,SA9,019,TVR ENGINEERING (UK),TRAVER ENGINEERING LTD,BLACKPOOL/Vereinigtes Königreich
2099,SDL,,TVR ENGINEERING (UK),TRAVER ENGINEERING LTD,BLACKPOOL/Vereinigtes Königreich
2100,,,VINCENT (UK),VINCENT MOTORRADFABRIK,STEVENAGE/Vereinigtes Königreich
2101,,,ABBEY CARAVAN (UK),ABBEY CARAVAN,GRIMSBY/Vereinigtes Königreich
2102,,,OWEN (UK),RUBERY OWEN & CO LTD,WARRINGTON/Vereinigtes Königreich
2103,,,BARBER GREENE (UK),BARBER GREENE,SUFFOLK/Vereinigtes Königreich
2104,,,GROVE ALLEN (GB),GROVE ALLEN LTD,COWLEY (OXFORD)/ENGLAND
2105,,,DUNSTALL (UK),PAUL DUNSTALL ORGANISATION LTD,BELVEDERE (KENT)/Vereinigtes Königreich
2106,,,GROVE CRANES (GB),GROVE CRANES LTD (MOBILE CRANES),COWLEY (OXFORD)/ENGLAND
2107,SCY,,SINCLAIR (UK),SINCLAIR TRAILERS,GOSBERTON/Vereinigtes Königreich
2108,SAL,,LAND ROVER (GB),LAND ROVER UK LTD (ROVER/MP-PASSENGER VEHICLE),SOLIHULL (WEST MIDLANDS)/ENGLAND
2109,,,HYMAC (UK),HYMAC LTD (SPECIAL PURPOSE VEHICLE),RHYMNEY/Vereinigtes Königreich
2110,SCM,,COLES CRANES (GB),COLES CRANES LTD (MOBILE CRANES),SUNDERLAND/ENGLAND
2111,SAA,,AUSTIN ROVER (GB),AUSTIN ROVER GROUP LTD (PASSENGER CAR),LONGBRIDGE (BIRMINGHAM)/ENGLAND
