KBA,WMI1,WMI2,Name,FullName,Location
7825,,,CAL-APPARATEBAU,CAL-APPARATEBAU LEIPZIG GMBH (ANHAENGER),LEIPZIG
7826,W09,T39,TIBA-FAHRZEUGBAU,TIBA-FAHRZEUGBAU GMBH (ANHAENGER),GERSTHOFEN
7827,,,LANDMASCH-BAU GUEST.,LANDMASCHINENBAU GMBH GUESTROW ROEVERTANNEN (ANH.),GUESTROW ROEVERTANNEN
7828,WST,,STM TODOROVIC,STM TODOROVIC KRAFTFAHRZEUGHANDEL GMBH & CO,MUENCHEN
7829,,,FAHRZEUGBAU LEIPZIG,FAHRZEUGBAU-REPARATUR-SERVICE LEIPZIG GMBH,LEIPZIG
7830,WWB,,WK-FAHRZEUGBAU,WK-FAHRZEUGBAU BUEHLER GMBH (PKW-DREIRAD),HECHINGEN
7831,,,FAHRZEUGB.LUEBTHEEN,FAHRZEUGBAU LUEBTHEEN GMBH (ANHAENGER),LUEBTHEEN
7832,,,NAUTECH,NAUTECH NAUENER MASCHINENBAU GMBH,NAUEN
7833,,,SPEZI BAU,SPEZI BAU GMBH (ANHAENGER),TREUENBRIETZEN
7834,W09,J18,INDUSTRIEWERKE SAAR,"INDUSTRIEWERKE SAAR GMBH,IWS AUREPA (ANHAENGER)",FREISEN
7835,W09,P09,PATZKE,CHRISTIAN PATZKE FAHRZEUGBAU (ANHAENGER),LANGENDORF/ELBE
7836,,,LMC FZ-BAU,LMC FAHRZEUGBAU GMBH (ANHAENGER),SASSENBERG
7837,,,SMK VOGTLAND,SMK VOGTLAND TECHNIK GMBH (ANHAENGER),OELSNITZ (VOGTLAND)
7838,W09,L34,LAFARO,LAFARO LANDTECHNIK GMBH & CO KG (ANH.),ROGGENDORF
7839,,,ELG BRANDENBURG,ELG DES HOLZVERARBEITENDEN HANDWERKS (ANHAENGER),BRANDENBURG
7840,,,APOLDAER FEUERL-GER.,APOLDAER FEUERLOESCHGERAETE GMBH (ANHAENGER),APOLDA
7841,,,ANH-BAU MARKKLEEBERG,ANHAENGERBAU MARKKLEEBERG GMBH,MARKKLEEBERG/LEIPZIG
7842,,,FAMA,FAMA LANDTECHNIK GMBH (ANHAENGER),OSCHATZ
7843,,,SIMSON,SIMSON FAHRZEUG GMBH (KRAFTRAEDER),SUHL
7844,,,EILENBURGER MASCH-B.,EILENBURGER MASCHINENBAU GMBH (ANHAENGER),EILENBURG
7845,W09,F13,FB METALLVERARBEIT.,FB METALLVERARBEITUNG GMBH BRANDENBURG (ANHAENGER),BRANDENBURG
7846,,,BZ-BERKAU,BAUWAGEN UND ZUBEHOER GMBH BERKAU (ANHAENGER),BERKAU
7847,,,FGL LUCKENWALDE,FGL FEUERLOESCHGERAETEWERK LUCKENWALDE GMBH (ANH.),LUCKENWALDE
7848,,,SCHLAUBE,SCHLAUBE FAHRZEUGBAU GMBH (ANHAENGER),EISENHUETTENSTADT
7849,,,GOHLIS,STAHLBAU GOHLIS GMBH (ANHAENGER),COSSEBAUDE
7850,W09,M74,MAK,MAK SYSTEMGESELLSCHAFT MBH (SONDERKRAFTFAHRZEUGE),KIEL
7851,W09,L06,LMC CARAVAN,LMC Caravan GmbH & Co. KG,Sassenberg
7852,W09,H50,HENSCHKE,FAHRZEUGBAU KNUT HENSCHKE (ANHAENGER),GROSS SCHOENEBECK
7853,,,"SCHMID,WILHELM",WILHELM SCHMID FAHRZEUGBAU (ANHAENGER),PRITTRICHING
7854,W09,N05,NUFA,NUFA NUTZFAHRZ.- U.BAUMASCHINEN GMBH & CO KG (ANH.),LICH/HESSEN
7855,,,DEUTZ-FAHR,"DEUTZ-FAHR-ERNTESYSTEME GMBH (ARBEITSMASCH., ANH.)",LAUINGEN
7856,,,WEKTOR,WEKTOR AUTOMOBILE (PKW),ORTENBURG
7857,WAD,,ANNABURGER NUTZFZ.,ANNABURGER NUTZFAHRZEUG GMBH (ANHAENGER),ANNABURG
7858,W09,M18,MOETEFINDT,P. Moetefindt Fahrzeugbau GmbH & Co. KG,Buchholz
7859,W09,M10,MANNESM.DEMAG-KRANE,MANNESMANN DEMAG FAHRZEUGKRANE GMBH,ZWEIBRUECKEN
7860,WSU,,SUHLER FZ-WERKE,SUHLER FAHRZEUGWERK GMBH (KRAFTRAEDER),SUHL
7861,W09,A09,ALGA,ALGA NUTZFAHRZEUG-U.BAUMASCHINEN GMBH + CO KG,SITTENSEN
7862,,,OLIGA,OLIGA GMBH FAHRZEUGBAU (ANHAENGER),LEVERKUSEN
7863,,,STYLING GARAGE,STYLING GARAGE SPEZIALKAROSSERIEN GMBH (PKW),HAMBURG-SCHENEFELD
7864,,,FZ-BAU WEFERLINGEN,FAHRZEUGBAU WEFERLINGEN GMBH (ANHAENGER),WEFERLINGEN
7865,W09,A10,AUTO VORWAERTS SCHW.,"AUTO""VORWAERTS""SCHWERIN GMBH (ANHAENGER)",SCHWERIN
7866,WK0,,KOEGEL,Kögel Trailer GmbH,Burtenbach
7867,W09,C13,CTR,CTR FAHRZEUGTECHNIK GMBH (ANHAENGER),OSANN-MONZEL
7868,W09,S22,SPINDELBERGER,ALFRED SPINDELBERGER FAHRZEUGTECHNIK (ANHAENGER),EDERMUENDE-GRIFTE
7869,W09,D04,DOLL,DOLL FAHRZEUGBAU GMBH (ANHAENGER),OPPENAU/BADEN
