KBA,WMI1,WMI2,Name,FullName,Location
7505,VWA,,NISSAN VEHICULOS (E),NISSAN VEHICULOS INDUSTRIALES SA (MULTIPURP.VEHICLE),AVILA/SPANIEN
7506,VS9,L05,LIEBHERR (E),LIEBHERR INDUSTRIAS METALICAS SA (TRAILER),PAMPLONA/SPANIEN
7506,VS9,108,LIEBHERR (E),LIEBHERR INDUSTRIAS METALICAS SA (TRAILER),PAMPLONA/SPANIEN
7507,VVD,,HNOS.SANCHEZ-LAF.(E),HNOS.SANCHEZ-LAFUENTE SA (TRAILER),CAMPANILLAS (MALAGA)/SPANIEN
7508,VTP,,RIEJU (E),RIEJU S.A. (MOTORCYCLE),FIGUERES/SPANIEN
7509,VTB,,PIAGGIO (E),PIAGGIO ESPANA S.A. (MOTORCYCLE),MADRID/SPANIEN
7510,VTV,,MOTORHISPANIA (E),MOTORHISPANIA S.L. (KRAFTRAEDER),SEVILLE/SPANIEN
7511,VS9,867,UTIFORM (E),"UTIFORM UTILES Y FORMAS, S.L. (ANHAENGER)",ALMORADI/ALICANTE
7526,VSX,,GENERAL MOTORS (E),GENERAL MOTORS ESPANA SA (PASSENGER CAR),ZARAGOZA/SPANIEN
7527,,,LAMBRETTA (E),LAMBRETTA SAL (MOTORCYCLE),EIBAR/SPANIEN
7528,VS6,,FORD (E),FORD ESPANA SA (TRUCK/PASSENGER CAR),ALMUSAFES (VALENCIA)/SPANIEN
7529,VSG,,MOTOR IBERICA (E),MOTOR IBERICA SA (EBRO),BARCELONA/SPANIEN
7529,VSH,,MOTOR IBERICA (E),MOTOR IBERICA SA (AVIA),BARCELONA/SPANIEN
7529,VSJ,,MOTOR IBERICA (E),MOTOR IBERICA SA (ALAS),BARCELONA/SPANIEN
7529,VSK,,MOTOR IBERICA (E),MOTOR IBERICA SA (NISSAN/PASSENGER CAR),BARCELONA/SPANIEN
7529,VSL,,MOTOR IBERICA (E),MOTOR IBERICA SA (RESERVE),BARCELONA/SPANIEN
7590,,,INDUSTR.D.MOTORS (E),INDUSTRIAS DEL MOTORS SA,VITTORIA/SPANIEN
