KBA,WMI1,WMI2,Name,FullName,Location
6911,W09,T02,TOTH-TWA,WERNER TOTH (KRAFTRAEDER),WN-HEGNACH
6912,W09,L04,L+B MOLKEREITECHNIK,L+B MOLKEREITECHNIK GMBH U.CO KG (ANHAENGER),LIPPSTADT-RIXBECK
6913,,,HANSEN,HANSEN GMBH,BADEN/BADEN
6914,,,WILLWEBER,C+M WILLWEBER WOHNWAGEN-VERTRIEB FAHRZEUGBAU,ALSBACH-SANDWIESE
6915,,,USC CHOPPER,USC CHOPPER MOTORRAD-VEREDELUNG & ZUBEHOER GMBH,LEMGO
6916,W09,L06,LORD MUENSTERLAND,LORD MUENSTERLAND CARAVAN GMBH (ANHAENGER),SASSENBERG
6917,,,H+S,H + S FAHRZEUGBAU GMBH & CO,STADTHAGEN
6918,WDT,,DETHLEFFS CARAVANS,DETHLEFFS CARAVANS GMBH (ANHAENGER),ISNY/ALLGAEU
6919,,,A.M.C.,"A.M.C.GMBH,AUTO-MOTORRAD-CENTER GMBH (KRAFTRAEDER)",URACH-WITTLINGEN
6920,,,COBOLT,COBOLT CARL COMPART VORM.H.F.CHR.BOLTE (ANHAENGER),HAMBURG
6921,,,"MECUSS,BERNHARD",BERNHARD MECUSS (ANHAENGERBAU),HAMMINKELN-BRUENEN
6922,,,KAROSSERIEWERK-KWE,VEB KAROSSERIEWERK (ANHAENGERBAU),ERFURT
6923,,,FAHRZEUGW.THAELMANN,VEB FAHRZEUGWERK ERNST THAELMANN (ANHAENGERBAU),LUEBTHEEN
6924,SN7,,FAHRZEUGWERK GRUBE,"VEB KRAFTFAHRZEUGWERKE ERNST GRUBE,WERDAU(ANHAENGER)",WERDAU
6925,,,BRUEBACH,BRUEBACH GMBH KAROSSERIE-UND FAHRZEUGBAU,KASSEL
6926,,,"HAAS,OFFENBURG",HAAS GMBH & CO KG (ANHAENGER),OFFENBURG
6927,,,"HIMMELKRON,FZ-KA-BAU",FAHRZEUG-UND KAROSSERIEBAU HIMMELKRON GMBH,HIMMELKRON
6928,,,"HERRMANN,WALTER",WALTER HERRMANN LANDTECHNIK,SINSHEIM-WALDANGELLOCH
6929,W09,W01,WESTERIA,WESTERIA FOERDERTECHNIK GMBH (ANHAENGER),TELGTE-WESTBEVERN
6930,,,TROESTER,TROESTER GMBH & CO KG,LIMBURG
6931,,,PLAN-INDUSTRIEFAHRZ.,PLAN-INDUSTRIEFAHRZEUG GMBH & CO KG,GERLINGEN
6932,,,KLEINE,FRANZ KLEINE MASCHINENFABRIK (ANHAENGER),SALZKOTTEN
6933,,,MARCHNER,SIEGFRIED MARCHNER MASCHINENBAU (ANHAENGER),WINHOERING/OBB
6934,,,HOLMER,Holmer Maschinenbau GmbH,"Schierling, OT Eggmühl"
6935,,,ZILCH,HEINRICH ZILCH FAHRZEUGBAU,LUDWIGSAU/MECKLAR
6936,,,SUZUKI,SUZUKI MOTOR HANDELS GMBH DEUTSCHLAND (KRAFTRAEDER),MUENCHEN
6936,,,SUZUKI (D),SUZUKI MOTOR HANDELS GMBH DEUTSCHLAND (KRAFTRAEDER),MUENCHEN
6937,,,SCHIRRA,THEO SCHIRRA (KRAFTRAEDER),ILLINGEN
6938,W09,W42,WAREND.VERKAUFSWAGEN,WARENDORFER VERKAUFS-WAGEN GMBH (ANHAENGERBAU),BEELEN
6939,W09,G03,GLORIA,GLORIA-FAHRZEUGBAU BIEREWIRTZ ING.GRAD. (ANHAENGER),GREVENBROICH
6940,W09,L22,LINDENAU,LINDENAU FAHRZEUGBAU GMBH (ANHAENGER),OBERHAUSEN
6941,,,OTTO-KVM,KABELVERLEGEMASCHINEN OTTO GMBH (ANHAENGER),KALTENKIRCHEN
6942,W09,R06,RUF,RUF Automobile GmbH,PFAFFENHAUSEN
6943,,,EICHHOFF,FAHRZEUGBAU EICHHOFF KG (ANHAENGER),SCHIEDER-SCHWALENBERG
6944,,,KRAMER MOTORRADBAU,KRAMER MOTORRADBAU,WEILMUENSTER
6945,,,SCHIERLING & RICHTER,SCHIERLING & RICHTER FAHRZEUGBAU GMBH & CO KG,HAMELN
6946,,,ACI-CAMPING,ACI-CAMPING-ZUBEHOER GMBH (ANHAENGER),RIESWEILER/HUNSRUECK
6947,W09,K13,AL-KO Kober,AL-KO Kober SE,Kötz
6948,SNS,,FAHRZ.U.JAGDW-W.SUHL,VEB FAHRZEUG-U.JAGDWAFFENWERK ERNST THAELMANN (KRAD),SUHL
6949,,,SPRINKART,MOTORRAD-SPRINKART,SINGEN (HTWL)
6950,W09,H10,HEITLING,Heitling Fahrzeugbau GmbH & Co.KG,Melle
6951,WJR,,IRMSCHER,Irmscher Automobilbau GmbH & Co. KG,Remshalden
6952,W09,V03,VAW,VAW VEREINIGTE ALU-WERKE AG BERLIN-BONN (ANHAENGER),BONN
6953,W09,K09,KRAUSER,KRAUSER KFZ-ZUBEHOER-VERTRIEBS-GMBH (KRAFTRAEDER),MERING
6954,,,KROEGER + SCHICKLING,FAHRZEUG-U.APPARATEBAU GMBH (ANHAENGER),VISBEK
6955,W09,S04,SCHOCH,FRIEDRICH SCHOCH FAHRZEUGBAU (ANHAENGER),MICHELFELD
