KBA,WMI1,WMI2,Name,FullName,Location
1770,W09,W89,Würzburg Village,Würzburg Village Motorradhandel Christoph Repp GmbH,Hettstadt
1771,WAH,,AGCO Feucht,AGCO Feucht GmbH,Feucht
1772,SVE,,GOVECS (PL),GOVECS Poland Sp. z o.o.,Wroclaw/Polen
1773,W09,HC7,HMT Helios Moto Trailers,HMT Helios Moto Trailers e.K.,Castrop-Rauxel
1774,W09,MA3,MÖLLER Fahrzeugbau,MÖLLER Fahrzeugbau GmbH,Leipzig
1775,VNB,,SHERCO (F),SHERCO S.A.R.L.,Nimes/Frankreich
1776,VF9,968,ELECTRIC MOTION (F),ELECTRIC MOTION SAS,Castries/Frankreich
1776,VPX,,ELECTRIC MOTION (F),ELECTRIC MOTION SAS,Castries/Frankreich
1777,,,Schiltrac (CH),Schiltrac Fahrzeugbau GmbH,Buochs/Schweiz
1778,MAJ,,FORD (IND),FORD INDIA PRIVATE LTD,TAMIL NADU/INDIA
1779,W09,SH4,Stotz,Stotz Tilo Rolf,Ofterdingen
1780,SVM,,FEBER (PL),FEBER Sp. z o.0.,Warszawa/Polen
1781,SEG,,Eagle (UK),Dennis Eagle Ltd.,Warwick/Vereinigtes Königreich
1782,W09,KC8,"Klaas, Theodor",Theodor Klaas GmbH & Co. KG,Ascheberg
1783,XNF,,Reesink (NL),Reesink Production B.V.,Hengelo Gld/Niederlande
1784,,,Minniemobil,Minniemobil GmbH,Oberhaching
1785,W09,W90,"Werner, Forst u. Industrie","Werner GmbH, Forst- und Industrietechnik",Trier
1786,,,"Werner, Zweibrücken",Werner GmbH,Zweibrücken
1787,SXX,,Martz (PL),Martz Sp. z o.0.,Swidnik/Polen
1788,W09,KC9,KUMM,KUMM TECHNIK GmbH,Hasselbach
1789,ZA9,A13,BERTOJA (I),RIMORCHI BERTOJA S.P.A.,Pordenone/Italien
1790,ML0,,DUCATI (THA),"DUCATI Motor (Thailand) Co., Ltd.","Amphur Pluakdeng, Rayong / Thailand"
1791,VA9,TEX,Terex Material (A),Terex Material Handling GmbH,Salzburg/Österreich
1792,SU9,TL1,TOMPLAN (PL),TOMPLAN Sp. z o.o.,Lubochnia/Polen
1792,SV3,,TOMPLAN (PL),TOMPLAN Sp. z o.o.,Lubochnia/Polen
1793,LLC,,CHONGQING LONCIN (RC),"CHONGQING LONCIN MOTOR CO., LTD.",Chongqing/China
1794,YYK,,Paxster (N),Paxster AS,Bredmyra/Norwegen
1795,W09,T62,Terra Select (D),Terra Select GmbH,Harsewinkel OT Marienfeld
1796,W09,KCO,Kloos,Kloos Fahrzeugbau GmbH,Wilnsdorf
1797,W09,A71,Apollo,Apollo Automobil GmbH,Denkendorf
1798,W09,G74,GP Papenburg,GP Papenburg Maschinenbau GmbH,Nordhausen
1799,W09,G75,German Exclusive Cars,German Exclusive Cars GmbH,Stuttgart
1800,UUP,,S.C. POP INDUSTRY (RO),S.C. POP INDUSTRY S.R.L.,"Slatina, Judetul Olt/Rumänien"
1801,UBM,,TORROT (E),TORROT ELECTRIC EUROPA S.L.,Zaragoza/Spanien
1801,VTR,,TORROT (E),TORROT ELECTRIC EUROPA S.L.,Zaragoza/Spanien
1802,,,Hattat (TR),Hattat Tarim Makinalari San. ve Tic. A.S.,Istanbul/Türkei
1803,SZ9,TA1,RAFAL NOWAK (PL),RAFAL NOWAK PRZEDSIEBIORSTWO HANDLOWO USLUGOWE,63-400 Ostrow Wielkopolski/Polen
1804,LUJ,,Zhejiang Shangqi (RC),"Zhejiang Shanqi Tianying Vehicle Industry Co., LTD.","Taizhou City, Zhejiang Province/China"
1805,,,Kuhn-Geldrop (NL),Kuhn-Geldrop BV,Geldrop/Niederlande
1806,ZY3,,FARMTECH (SLO),FARMTECH d.o.o.,LJUTOMER/SLOWENIEN
1807,W09,HC8,Haas Fahrzeugtechnik,Haas Fahrzeugtechnik GmbH,Appenweier
1808,VL4,,BLUECAR (F),BLUECAR S.A.S.,Puteaux/Frankreich
1809,,,Lovol (RC),"Lovol Heavy Industry Co., Ltd.","Fangzi District, Weifang, Shandong/China"
1810,SU9,UR2,URSUS (PL),URSUS S.A.,Lublin/Polen
1811,VA9,GWL,Göweil (A),Göweil Maschinenbau GmbH,Kirchschlag/Österreich
1812,W09,R61,RAC,RAC-Germany Fahrzeugbau Ralf Clobes e. Kfm.,Fulda
1813,VS9,040,RIGUAL (E),Rigual S.A.,Fraga (Huesca)/Spanien
