KBA,WMI1,WMI2,Name,FullName,Location
6687,W09,H22,HERING,HERING KAROSSERIE & FAHRZEUGBAU (ANHAENGER),BALVE
6688,,,STEIN,KARL STEIN ANHAENGER,BERLIN-HERMSDORF
6689,W09,K63,"KRAEMER,GEORG",GEORG KRAEMER KG FAHRZEUGBAU (ANHAENGER),BAD BERLEBURG
6690,,,STILL,STILL GMBH FAHRZEUGWERKE,HAMBURG
6691,,,STOCKINGER,TH.STOCKINGER ANHAENGER,ACHERN KRS.BUEHL
6692,W09,R17,RAMMLER,JOSEF RAMMLER (ANHAENGER),BROKSTREEK/ESSEN (OLDENBURG)
6693,,,"STUERENBERG,AUGUST",AUGUST STUERENBERG ANHAENGER,MINDEN/WESTFALEN
6694,WTA,,TABBERT,TABBERT CARAVAN GMBH,SINNTAL-MOTTGERS
6695,,,LANGEMEYER,HEINRICH LANGEMEYER,CLOPPENBURG
6696,,,TSCHARNTKE,HEINRICH TSCHARNTKE ANHAENGER,BRINKUM B.BREMEN
6697,,,LINK,ALOIS LINK ANHAENGER,HEIDELBERG
6698,,,LINNHOFF,EDUARD LINNHOFF MASCHINENFABRIK,BLN.-TEMPELHOF U.NORTHEIM/HANNOVER
6699,,,UNGEHEUER,WILHELM UNGEHEUER ANHAENGER,KARLSRUHE
6700,WUB,,UNSINN,FAHRZEUG-U.LANDMASCHINENFAB.SEBAST.UNSINN GMBH (ANH),AICHACH/OBERBAYERN
6701,,,KEMPER,MASCHINENFABRIK KEMPER GMBH (ANHAENGER),STADTLOHN/WESTFALEN
6702,,,STANDARDWERK,STANDARDWERK -WILH.SCHULZ- KG,BEVENSEN KRS.UELZEN
6703,,,VOGEL,JACOB VOGEL OHG WAGENFABRIK,LADENBURG/NECKAR
6704,W09,C08,CARSTENS,REINHARD CARSTENS FAHRZEUGBAU (ANHAENGER),RADE/KELLINGHUSEN
6705,,,MAACK,H.F.MAACK WAGENFABRIK GMBH & CO KG,VISSELHOEVEDE B.HANNOVER
6706,,,"WARNEKE,FRIEDRICH",FRIEDRICH WARNEKE ANHAENGER,PATTENSEN/LEINE
6707,W09,W12,"WARNEKE,THEODOR",THEODOR WARNEKE FAHRZEUGBAU GMBH & CO KG (ANHAENGER),LAATZEN
6708,W09,H23,HWR-ANHAENGERBAU,HWR ANHAENGERBAU GMBH,BAD WALDSEE
6709,,,WEIDNER,FAHRZEUGWERK WEIDNER OHG,SCHWAEBISCH HALL
6710,,,VOMO,ALFONS WEINBACH VOMO-ANHAENGER,DARMSTADT
6711,,,MEUSER,"MEUSER-FAHRZEUGBAU,WILHELM MEUSER",SCHLEIDEN B.OBERHAUSEN
6712,,,WENDT,FRITZ WENDT ANHAENGER,BERLIN-CHARLOTTENBURG
6713,,,MORHARD,RUDOLF MORHARD ANHAENGER,STUTTGART-MUENSTER
6714,W09,L20,LINTEC,"LINTEC GMBH & CO KG (ARBEITSMASCHINEN,ANHAENGER)",HOLLENSTEDT
6715,W09,H31,HEUSER,HEINRICH HEUSER GMBH U.CO KG (ANHAENGER),BAD LIPPSPRINGE
6716,W09,R21,RIEPE,JOSEF RIEPE KG FAHRZEUGBAU (ANHAENGER),ANROECHTE/WESTF.
6717,W09,W60,"WISSKIRCHEN,GEBR.",GEBR.WISSKIRCHEN & CO FAHRZEUGBAU (ANHAENGER),SWISTTAL-LUDENDORF
6718,,,"SAURE,GEBR.",GEBR.SAURE FAHRZEUGBAU,KORBACH/WALDECK
6719,,,SEIBEL,FAHRZEUGBAU WILHELM SEIBEL,HANAU/MAIN
6720,,,HORNBURGER MASCH.,HORNBURGER MASCHINENFABRIK-FR.SIEBERT-,HORNBURG KRS.WOLFENBUETTEL
6721,,,ZAEHRINGER,OTTO ZAEHRINGER KAROSSERIEBAU,LUDWIGSHAFEN/RHEIN
6722,WRB,,"REISCH,MARTIN",Martin Reisch GmbH,Ehekirchen-Hollenbach
6722,W09,R30,"REISCH,MARTIN",MARTIN REISCH GMBH FAHRZEUGBAU (ANHAENGER),EHEKIRCHEN-HOLLENBACH
6723,,,SCHLEEDE,HEINRICH SCHLEEDE FAHRZEUGBAU,HAMBURG-BERGEDORF
6724,,,ZIMMERMANN.OTTO,OTTO ZIMMERMANN FAHRZEUGBAU,KOELN-KALK
6725,,,SCHLOEMER,GEBR.SCHLOEMER ANHAENGER,KOELN-SUELZ
6726,,,KLUESENER,OTTO KLUESENER ANHAENGER,BERLIN
6727,,,SCHOLL,SCHOLL FAHRZEUGBAU KG (ANHAENGER),GRABEN-NEUDORF
6728,W09,T18,TBV,TBV GMBH (ANHAENGER),WILLSTAETT-SAND
6729,W09,F19,FOEHRENBACH,ALFONS FOEHRENBACH FAHRZEUGBAU (ANHAENGER),HOHBERG-DIERSBURG
6730,,,SCHWELMER EISENWERK,SCHWELMER EISENWERK MUELLER & CO TANKWAGENBAU GMBH,SCHWELM/STUTTGART-VAIHINGEN
6731,,,PETERMANN-WERKE,PETERMANN-WERKE MASCHINENFABRIK,WARENDORF/WESTFALEN
