KBA,WMI1,WMI2,Name,FullName,Location
8101,,,NSU-PRETIS-UNIS (YU),NSU-PRETIS,SARAJEVO/JUGOSLAWIEN
8102,VX1,,ZASTAVA (YU),ZASTAVA YUGO AUTOMOBILI DOO (PASSENGER CAR),KRAGUJEVAC/JUGOSLAWIEN
8103,,,METALNA (YU),METALNA (TRAILER),MARIBOR/JUGOSLAWIEN
8104,,,ZELEZARNA STORE (YU),ZELEZARNA STORE (TRACTOR),STORE/JUGOSLAWIEN
8105,,,IVO LOLA RIBAR (YU),SOUR INDUSTRIJA MASINA IVO LOLA RIBAR (TRAILER),BEOGRAD-ZELEZNIK/JUGOSLAWIEN
8106,,,TORPEDO (YU),TORPEDO (TRACTOR),RIJEKA/JUGOSLAWIEN
8107,VY1,,ADRIA CARAVAN (SLO),ADRIA CARAVAN DD (CARAVAN),NOVO MESTO/JUGOSLAWIEN
8107,ZY1,,ADRIA CARAVAN (SLO),ADRIA CARAVAN DD,NOVO MESTO/SLOVENIEN
8107,,,ADRIA CARAVAN (YU),ADRIA CARAVAN DD (CARAVAN),NOVO MESTO/JUGOSLAWIEN
8108,VY1,,TOVARNA (YU),TOVARNA POSEBNITH VOZIL (TRAILER),NOVO MESTO/JUGOSLAWIEN
8109,ZY2,,TPV (SLO),TPV BREZICE D.O.O.(ANHAENGER),BREZICE/SLOWENIEN
8110,VY1,,ADRIA MOBIL (SLO),ADRIA MOBIL D.O.O. (CARAVAN),NOVO MESTO/SLOWENIEN
8110,ZY1,,ADRIA MOBIL (SLO),ADRIA MOBIL D.O.O. (CARAVAN),NOVO MESTO/SLOWENIEN
8111,ZY2,,TPV PRIKOLICE (SLO),TPV PRIKOLICE Tovarna prikolic D.O.O. (ANHAENGER),PTUJ/SLOVENIEN
8111,,,TPV PRIKOLICE (SLO),TPV PRIKOLICE D.O.O. (ANHAENGER),BREZICE/SLOWENIEN
8112,,,AGROMEHANIKA (SLO),AGROMEHANIKA (TRACTOR),KRANJ
8150,XF3,,NAMCO (GR),NAMCO SA (TRAILER),THESSALONIKI/GRIECHENLAND
8151,XF4,,MAHINDRA (GR),MAHINDRA HELLAS SA,ATHEN/GRIECHENLAND
8152,XG8,,GORGOLIS (GR),GORGOLIS S.A. (KRAFTRAEDER),TRIKALA/GRIECHENLAND
8200,UZT,,UZINA TRACTORUL (R),UZINA TRACTORUL (TRACTOR),BRASOV/RUMAENIEN
8201,UU1,,DACIA PITESTI (R),DACIA PITESTI,RUMAENIEN
8202,UU1,,UAP (R),UZINA DE AUTOTURISME PITESTI (PASSENGER CAR),COLIBASI/RUMAENIEN
8203,,,UZINA MECANICA (R),UZINA MECANICA MUSCEL,CIMPULUNG/RUMAENIEN
8204,UU3,,INTREPRINDEREA (R),INTREPRINDEREA DE AUTOMOBILE (PASSENGER CAR),CIMPULUNG/RUMAENIEN
8204,UU4,,INTREPRINDEREA (R),INTREPRINDEREA DE AUTOMOBILE (PASSENGER CAR),CIMPULUNG/RUMAENIEN
8205,UU5,,AUTOBUZUL WERKE (R),AUTOBUZUL WERKE (COMMERCIAL VEHICLE),BUCURESTI S-5/RUMAENIEN
8206,,,INTR.AUTOCAMIOANE(R),INTREPRINDEREA DE AUTOCAMIOANE (COMMERCIAL VEHICLE),BRASOV/RUMAENIEN
