KBA,WMI1,WMI2,Name,FullName,Location
8790,WMG,,MANNESMANN DEMATIC,MANNESMANN DEMATIC AG (KRANBAU),WETTER
8791,WAT,,AUTO TECHNIK WALTHER,ATW AUTO TECHNIK WALTHER GMBH,BAD RAPPENAU
8792,W09,HA2,HOLLISTER'S,HOLLISTER'S MOTORCYCLE VOLKER SICHLER,ZIMMERN-HORGEN
8793,W09,W71,WILLIBALD,J. WILLIBALD GMBH (ANHAENGER),SENTENHART
8794,W09,SC5,SCHEUBECK,ANHAENGERBAU JOSEF SCHEUBECK,MICHELSNEUKIRCHEN
8795,WDS,,"DOPPSTADT,SCHOENEB.",DOPPSTADT GMBH (ZUGMASCHINEN),SCHOENEBECK
8796,W09,A48,ANHAENGER-CENT.SUED,ANHAENGER-CENTER SUED RALF KUEHNE,BERLIN
8797,W09,SC6,STRASSER,F. STRASSER KAROSSERIE- U. FAHRZEUGBAU GMBH (ANH.),PFOERRING
8798,WM1,,MASCHINENF.STOLPEN,Maschinenfabrik Stolpen GmbH,Stolpen
8798,W09,MA4,MASCHINENF.STOLPEN,Maschinenfabrik Stolpen GmbH,Stolpen
8799,W09,M80,MBS,MBS MOTORRADBAU U. MOTORENINSTANDSETZUNG STROIT GMBH,EINBECK/OT STROIT
8800,W09,C21,CHRISTOPH,MOTORAD-SERVICE CHRISTOPH GMBH,HERBOLZHEIM
8801,W09,SC8,SCHRAY,WOLFGANG SCHRAY ANHAENGERBAU,INGERSHEIM
8802,W09,018,ODENWALD-WERKE,ODENWALD-WERKE RITTERSBACH GMBH (ANHAENGER),ELZTAL-RITTERSBACH
8803,W09,M79,MKF METALLBAU,MKF METALLBAU GMBH & CO.KG (ANHAENGER),GUESTROW
8804,W09,F56,FARWICK,MASCHINENBAU FARWICK GMBH & CO.KG (ANHAENGER),OELDE
8805,W09,SC9,SAXXON ROADSTERS,"SAXXON ROADSTERS GMBH (ANHAENGER,PERSONENKRAFTWAGEN)",DRESDEN
8806,W09,W72,WFS,WFS WIEHLER FAHRZEUGBAU & SERVICE GMBH (ANHAENGER),WIEHL
8807,W09,M81,MOTORENTECHNIK MAYER,MTM MOTORENTECHNIK MAYER (PERSONENWAGEN),WETTSTETTEN
8808,WSH,,STUFF,WALTER STUFF FEINBLECHVERARBEITUNG (ANHAENGER),LENNESTADT-ELSPE
8809,W09,G52,G & R,G & R GUENTHER SOHN (KRAFTRAEDER),WALSHEIM
8810,W09,J29,IWANITZKY,IWANITZKY FAHRZEUGBAU-TRANSPORTLOGISTIK (ANHAENGER),BISCHOFFERODE
8811,W09,J28,IVM-AUTOMOTIVE,IVM AUTOMOTIVE ENGINEERING GMBH (PERSONENKRAFTWAGEN),BAD FRIEDRICHSHALL
8812,W09,B86,"BECKER,OTTO",OTTO BECKER FAHRZEUGBAU GMBH (ANHAENGER),PFORZHEIM-WUERM
8813,W09,L50,LINK FAHRZEUGBAU,LINK FAHRZEUGBAU GMBH (ANHAENGER),HEIDELBERG
8814,W09,F57,FINE MOBILE,FINE MOBILE GMBH (PKW-TRIKE),ROSENTHAL
8815,W09,M44,EBERHARDT-MENGELE,EBERHARDT-MENGELE PRODUCTIONS GMBH (ANHAENGER),WALDTSTETTEN
8816,W09,F50,GEISLER,GEISLER ANHAENGER- UND LADENBAU GMBH,BERLIN
8817,W09,G53,"GOETZ,KARL","KARL GOETZ BAU- UND LANDMASCHINEN, PKW-ANHAENGER",HILTENFINGEN
8818,W09,SC0,"SKW,BRAND-ERBISDORF",SKW GMBH (ANHAENGER),BRAND-ERBISDORF
8819,WSX,,SAME DEUTZ-FAHR,"SAME DEUTZ-FAHR DEUTSCHLAND GMBH (ZUGM., ARBEITSM.)",LAUINGEN
8820,W09,W73,"WAGNER,KARLHEINZ",STAHL-U.LEICHTMETALLBAU KARLHEINZ WAGNER (ANHAENGER),DIRMINGEN
8821,W09,M82,METAKON,"METAKON, INH. KARLHEINZ KROSSE (ANHAENGER)",KLEVE
8822,W09,J30,INTER CLASSIC,INTER CLASSIC H.-J. BOELING (ANHAENGER),NORDERSTEDT
8823,W09,A26,ABT SPORTSLINE,ABT Sportsline GmbH,Kempten (Allgäu)
8824,W09,W74,"WOLF,MARL",WOLF GMBH & CO. KG (ANHAENGER),MARL
8825,,,KVERNELAND,KVERNELAND GOTTMADINGEN GMBH & CO. KG (ANHAENGER),GOTTMADINGEN
8826,WBB,,BRANDT TRANSPORT,BRANDT TRANSPORT BETRIEBE BTB GMBH (ANHAENGER),EISENHUETTENSTADT
8827,WOE,,OETTINGER,OETTINGER SPORTSYSTEMS GMBH,FRIEDRICHSDORF
8828,W09,B87,BRINKO-MOBIL,"BRINKO-MOBIL VERTRIEBS GMBH (KRAFTRAEDER,KRANKENF.)",MELLE
8829,W09,A33,DELAVAL BSA,DELAVAL BSA GMBH (ANHAENGER),MARKTSCHORGAST
8830,,,FAME,PGH FAHRZEUG-UND METALLBAU -FAME- (ANHAENGER),RECHENBERG-BIENENMUEHLE
8831,,,MOESER FAHRZEUGWERKE,MITTELDEUTSCHE FAHRZEUGWERKE UND APPARATEBAU (ANH),MOESER/DDR
8832,,,LEIPZIG ENERGIEVERS.,"VEB ENERGIEKOMB.WEST,ENERGIEVERS.LEIPZIG B25 (ANH.)",LEIPZIG
8833,,,LEMKE,ALFRED LEMKE KG (ANHAENGER),BOTTENDORF
8834,,,IMMISCH,HORST IMMISCH (ANHAENGER),APOLDA
