KBA,WMI1,WMI2,Name,FullName,Location
4017,,,LEVANTE RIMORCHI (I),LEVANTE RIMORCHI AUTO-PADOVA,PADOVA/ITALIEN
4018,,,SCALVENZI (I),FRATELLI SCALVENZI,PONTEVICO/BRESCIA/ITALIEN
4019,ZDF,,FERRARI (I),FERRARI SPA (PASSENGER CAR),MODENA/ITALIEN
4019,ZFF,,FERRARI (I),FERRARI SPA (PASSENGER CAR),MODENA/ITALIEN
4020,,,ISO RIVOLTA (I),ISO RIVOLTA AUTOMOBILFABRIK,MAILAND/ITALIEN
4021,,,CALZOLARI (I),CALZOLARI,CASTELNOVO/ITALIEN
4022,ZLA,,FIAT LANCIA (I),FIAT AUTO SPA LANCIA (PASSENGER CAR),TURIN/ITALIEN
4023,,,ABARTH (I),ABARTH & CO (PASSENGER CAR),TURIN/ITALIEN
4024,,,GHIA (I),GHIA KAROSSERIEFABRIK,TURIN/ITALIEN
4025,,,INNOCENTI (I),INNOCENTI SOC.GENER.,MAILAND/ITALIEN
4026,ZA9,A12,LAMBORGHINI (I),LAMBORGHINI SPA AUTOMOBILI FERRUCCIO (PASSENGER CAR),S.AGATA BOLOGNESE/ITALIEN
4026,ZHW,,LAMBORGHINI (I),LAMBORGHINI SPA AUTOMOBILI FERRUCCIO (PASSENGER CAR),S.AGATA BOLOGNESE/ITALIEN
4026,ZPB,,LAMBORGHINI (I),Automobili Lamborghini SpA,S.Agata Bolognese/Italien
4027,,,CARRARO (I),ANTONIO CARRARO SPA (TRACTOR),CAMPODARSEGO-PADOVA/ITALIEN
4028,,,GILERA (I),GILERA MOTORRADFABRIK,MAILAND-ARCORE/ITALIEN
4029,ZDT,,TOMASO (I),DE TOMASO MODENA SPA AUTOMOBILI,MODENA/ITALIEN
4030,,,CARNIELLI (I),TEODORO CARNIELLI & CO SPA,VITTORIO-VENETO/ITALIEN
4031,,,GARELLI (I),GARELLI MOTORRADFABRIK,SESTO S.GIOVANNI/ITALIEN
4032,,,EDILMAC (I),C.M.C.GRU EDILMAC SPA (CRANE TRAILER),BAGNOLO CREMASCO/ITALIEN
4033,,,OSI (I),"OSI,OFFICINE STAMPAGGI INDUSTRIALI SPA",TURIN/ITALIEN
4034,,,CHIORDA (I),CHIORDA-SUD SPA,CISTERNA DI LATINA/ITALIEN
4035,,,TROJER (I),M. & K.TROJER FAHRZEUGBAU,SCHLANDERS(SUEDTIROL)/ITALIEN
4036,,,RUGGERINI (I),MOTORENFABRIK RUGGERINI,RUBIERA(RE)/ITALIEN
4037,,,OM FIAT (I),OM AZIENDA DELLA FIAT SPA,BRESCIA/ITALIEN
4038,ZBN,,BENELLI (I),Benelli Q.J. S.r.l Strada della fornace vecchia s.n.,PESARO/ITALIEN
4039,,,FIAT-OM (I),FIAT-OM AUTOMOBILFABRIK,MAILAND/ITALIEN
4040,ZC0,,ORLANDI (I),RIMORCHI V.ORLANDI SPA,BRESCIA/ITALIEN
4041,ZKD,,SAME (I),SAME DEUTZ-FAHR ITALIA S.p.A. (TRACTOR),TREVIGLIO/ITALIEN
4041,,,SAME (I),SAME TRATTORI SPA,TREVIGLIO/ITALIEN
4042,ZDM,,DUCATI (I),DUCATI MOTOR HOLDING S.P.A. (MOTORCYCLE),BOLOGNA/ITALIEN
4043,ZLM,,MOTO MORINI (I),Moto Morini S.r.l.,Trivolzio/Italien
4044,,,PERIPOLI (I),PERIPOLI F.LLI SNC,ALTE CECCATO/ITALIEN
4045,,,PARILLA (I),MOTO PARILLA MOTORRADFABRIK,MAILAND/ITALIEN
4046,,,ZANETTI (I),AUGUSTO ZANETTI,CASALECCHIO DI RENO/ITALIEN
4047,,,BOZZI (I),EMILIO BOZZI SPA,MAILAND/ITALIEN
4048,,,NIBBI (I),BRUNO U.FIGLIO NIBBI,REGGIO EMILIA/ITALIEN
4049,ZCR,,ROLLER (I),ROLLER CARAVAN E AUTOCARAVAN S.R.L. (CARAVAN),CALENZANO-FIRENZE/ITALIEN
4050,,,ITALEMMEZETA (I),ITALEMMEZETA,BOLOGNA/ITALIEN
4051,ZFM,,FANTIC MOTOR (I),FANTIC MOTOR S.p.A,Dosson di Casier/ITALIEN
4052,,,LAVERDA (I),PIETRO LAVERDA SPA (AGRICULTURAL VEHICLE/RESERVE),BREGANZE/ITALIEN
4052,,,LAVERDA (I),LAVERDA S.P.A. (AGRICULTURAL MACHINERY),BREGANZE/ITALIEN
4053,,,INTERMECCANICA (I),INTERMECCANICA,TURIN/ITALIEN
4054,,,BIZZARRINI (I),BIZZARRINI SPA,LIVORNO/ITALIEN
4055,,,AEROMERE (I),AEROMERE,TRENTO/ITALIEN
4056,,,AERMACCHI (I),AERMACCHI HARLEY-DAVIDSON SPA,VARESE (SCHIRANNA)/ITALIEN
4057,,,MOTOBI-FAM.(I),MOTOBI-FAM.,PESARO/ITALIEN
4058,,,GOLDONI (I),GOLDONI SPA,MIGLIARINA DI CAPRI (MODENA)/ITALIEN
4059,,,FERRARI (I),FERRARI SPA (TRACTOR),LUZZARA/ITALIEN
