KBA,WMI1,WMI2,Name,FullName,Location
8481,W09,G38,"GREINER,NEUENSTEIN",GREINER GMBH (ANHAENGER),NEUENSTEIN
8482,W09,B60,BETHGE,BETHGE GMBH METALLBAU (ANHAENGER),GARTOW
8483,W09,R33,ROSSKOPF,KARL ROSSKOPF METALLBAU (ANHAENGER),SCHLIENGEN
8484,W09,H74,HF HEBETECHNIK,HF HEBETECHNIK-FAHRZEUGBAU GMBH (ANHAENGER),UNTERGRUPPENBACH
8485,W09,N12,N&L,N & L METALLBAU GMBH (ANHAENGER),NORDHORN
8486,W09,K76,"KOCH,WERNER","WERNER KOCH,WEKO-ANHAENGER",SENDENHORST/ALBERSLOH
8487,W09,B61,"BERGER,FRANKFURT",BERGER KAROSSERIE-U.FAHRZEUGBAU GMBH (ANHAENGER),FRANKFURT/MAIN
8488,W09,L40,LENZ,LENZ ANHAENGER-CENTER GMBH,SINDELFINGEN-MAICHINGEN
8489,W09,K77,KNOBBE,HEINRICH KNOBBE (ANHAENGER),PEHEIM
8490,W09,U06,"UNSINN,H.",H.UNSINN STAHLBAU U.NUTZFAHRZEUGE GMBH (ANHAENGER),AICHACH
8491,W09,S79,STAUDINGER,JAPAN SPEED MOTORRAD STAUDINGER GMBH (ANHAENGER),ROSENHEIM
8492,W09,S80,SPECKMANN,HARALD SPECKMANN TGS GUETERTRANSPORTE GMBH (ANH.),WARDENBURG
8493,W09,V15,VOELZ,REINHARD VOELZ (ANHAENGER),CASTROP-RAUXEL
8494,W09,U07,QUAPPE,UWE QUAPPE (ANHAENGER),JADE-JADERBERG
8495,WJA,,INVACARE,Invacare GmbH,Isny im Allgäu
8496,W09,S81,SCHNEIDER MOBILSYST.,SCHNEIDER MOBILSYSTEM (ANHAENGER),EUSKIRCHEN
8497,W09,E29,"EVERS,HEINER",HEINER EVERS KAROSSERIE-U.FAHRZEUGBAU (ANHAENGER),BILLERBECK
8498,W09,K78,KARMANN,Wilhelm Karmann GMBH,Osnabrück
8499,W09,D26,DIETZ,DIETZ FAHRZEUGBAU GMBH (ANHAENGER),SCHWALMSTADT
8500,W09,S82,SCHRADER,SCHRADER T + A FAHRZEUGBAU GMBH & CO KG (ANHAENGER),BECKUM
8501,W09,B62,BARDENHORST,MASCHINENBAU BARDENHORST GBR (ANHAENGER),BAD BENTHEIM
8502,W09,F40,FAHNENBRUCK,FAHNENBRUCK FAHRZEUGBAU GMBH (ANHAENGER),VOERDE/NIEDERRHEIN
8503,W09,B63,"BARTHAU,PETER",PETER BARTHAU FAHRZEUG-U.MASCHINENBAU (ANHAENGER),ERLENBACH
8504,W09,L38,"LANSING,GEBR.",GEBR.LANSING GMBH & CO KG (ANHAENGER),VREDEN
8505,W09,S83,SCHUETTEMEYER,SCHUETTEMEYER (ANHAENGER),RECKE
8506,W09,S84,SINKE,JOACHIM SINKE GMBH (ANHAENGER),HAMBURG (BERGEDORF)
8507,W09,K79,KNUHR,KAROSSERIE-U.FAHRZEUGBAU MATTHIAS KNUHR (PERSONENWG),MILOW
8508,W09,S85,SCHLEGL,FRANZ SCHLEGL FAHRZEUG-MASCHINENBAU (ANHAENGER),SCHWARZENFELD
8509,W09,P28,POPPE ANHAENGER,POPPE ANHAENGER,KOELN
8510,W09,S86,SCHAPER,WILHELM SCHAPER KFZ-MEISERBETRIEB (ANHAENGER),ROSENDAHL-DARFELD
8511,W09,S88,SCHLEMMER,DREHORGELBAU SCHLEMMER (ANHAENGER),BALINGEN
8512,W09,H77,HAUNERT,GERD HAUNERT (ANHAENGER),SIEGEN-SEELBACH
8513,W09,H78,HOFFHAUS,HERM.HOFFHAUS & SOHN FAHRZEUG-U.KAROSSERIEBAU (ANH.),EMSTEK
8514,W09,S89,SCHLOTTER,MANFRED SCHLOTTER (ANHAENGER),BOCHUM-WATTENSCHEID
8515,W09,G39,GOEBEL,BURGHARD GOEBEL FAHRZEUGBAU (ANHAENGER),LAUENFOERDE-MEINBREXEN
8516,W09,B64,BLOEMER,W.BLOEMER PKW-ANHAENGERBAU,HORSTMAR
8517,W09,S90,STENGER,ANHAENGER-GROSSMARKT-STENGER GMBH,BURBACH
8518,W09,E30,EMPL,EMPL FAHRZEUGWERK GMBH DEUTSCHLAND (ANHAENGER),KLOEDEN
8519,W09,K80,KLUEVER,KLUEVER KFZ-SERVICE GMBH (ANHAENGER),STEINBURG
8520,W09,L42,LUIG,FRIEDHELM LUIG ANHAENGERBAU,HAMM
8521,W09,G40,GEISSLER,GEISSLER FAHRZEUGBAU GMBH (ANHAENGER),GOEPPERSDORF
8522,W09,A33,ALFA LAVAL AGRI BSA,ALFA LAVAL AGRI BSA GMBH (ANHAENGER),MARKTSCHORGAST
8523,W09,013,ORTMANN,PETER ORTMANN FAHRZEUGBAU GMBH (ANHAENGER),HAMM
8524,W09,W51,WINZER,HANS WINZER GMBH FAHRZEUGBAU (ANHAENGER),LOERRACH
8525,W09,G41,GOLDBECKER,GOLDBECKER KUNSTSTOFFTECHNIK GMBH & CO KG (ANH.),HARSEWINKEL
