Id,Name
9,Silicon
8,Iron Phosphate/FePo
7,Manganese Oxide Spinel/MnO
6,Nickle-Cobalt-Aluminum/NCA
5,Nickle-Cobalt-Manganese/NCM
4,Cobalt Dioxide/Cobalt
3,Lithium-Ion/Li-Ion
2,Nickel-Metal-Hydride/NiMH
1,Lead Acid/Lead
