Id,Name
22,Utility
21,Side-by-Side Seating
20,Cafe Racer
19,Scooter
18,Cruising
17,Drag
16,Standard
15,Base
14,Tour/Touring
13,Bagger
12,Hot Rod
11,Street/Prostreet
10,Drop Seat
9,Show Bike
8,Roller Kit
7,Bobber
6,Dresser
5,Sportster
4,Rigid Frame
3,Reverse Trike
