Id,Name
189,Mobile Facility Trailer
188,Special Purpose Trailer
187,Mixer Trailer
180,Grain, Chip, or Gravel Trailer
162,Concession Trailer
154,Construction Trailer
136,Agricultural Trailer
111,Specialty Trailer
109,Intermodal Container Chassis or Trailer
101,Other Trailer
91,Pole Trailer
82,House Trailer
58,Auto Transporter
46,Incomplete Trailer Chassis
45,Dolly
43,Roll-off Trailer
23,Equipment Trailer
19,Logging Trailer
17,Landscape Trailer
16,Utility Trailer
