Id,Name
24,2WD/4WD
23,10x8
22,14x6
21,10x10
20,8x2
19,14x4
18,12x6
17,12x4
16,10x6
15,10x4
14,8x6
13,6x6
12,8x4
10,8x8
9,6x2
8,Glider
7,4x2
6,Other
5,6x4
4,RWD/Rear-Wheel Drive
