Id,Name
9,HEV (Hybrid Electric Vehicle) - Level Unknown
5,FCEV (Fuel Cell Electric Vehicle)
4,BEV (Battery Electric Vehicle)
3,PHEV (Plug-in Hybrid Electric Vehicle)
2,Strong HEV (Hybrid Electric Vehicle)
1,Mild HEV (Hybrid Electric Vehicle)
