Id,Name
99,Unknown Make
98,Other Make
97,Not Reported
94,Thomas Built
93,MCI
92,Gillig
91,Eagle Coach
90,Bluebird
89,White/Autocar White/GMC
88,Iveco/Magirus
87,Peterbilt
86,Mack
85,Kenworth
84,International Harvester/Navistar
83,FWD
82,Freightliner
81,Diamond Reo/Reo
80,Brockway
77,Victory
76,Yamaha
