Id,Name
31,Ball Hitch
30,Other
14,Bumper Pull
6,Kingpin
5,Fifth Wheel
4,Straight Semi/Semi Trailer
3,Gooseneck
2,Pintle Hitch/Hook
1,Ball Type Pull
