Id,Name,Code,LookupTable,Description,IsPrivate,GroupName,DataType,MinAllowedValue,MaxAllowedValue,IsQS,Decode,weight
139,Top Speed (MPH),TopSpeedMPH,NULL,<p>This data element captures the top speed of the vehicle in miles per hour (mph).</p>,0,Engine,int,NULL,NULL,NULL,Pattern,NULL
140,EquipmentType,EquipmentType,EquipmentType,Equipment items that a company manufacturers.,0,NULL,lookup,NULL,NULL,NULL,NULL,NULL
141,Manufacturer Type,ManufacturerType,ManufacturerType,<p>This field stores different types of vehicle manufacturers.</p>,0,NULL,lookup,NULL,NULL,NULL,NULL,NULL
142,Suggested VIN,SuggestedVIN,NULL,A suggested VIN is provided when there are errors in the VIN decode.,0,NULL,string,NULL,NULL,NULL,Decoding,NULL
143,Error Code,ErrorCode,ErrorCode,"<p>Error Code is a numerical code that determines the nature of the error from VIN decode, and why it occurred.</p>",0,NULL,lookup,0,99,NULL,Decoding,NULL
144,Possible Values,PossibleValues,NULL,<p>A list of possible characters that can be used to replace the erratic characters in the VIN.</p>,0,NULL,string,NULL,NULL,NULL,Decoding,NULL
145,Axle Configuration,AxleConfiguration,AxleConfiguration,<p>Axle configuration describes the placement of the axles in a vehicle. This field is mainly used for trucks.</p>,0,Mechanical / Drivetrain,lookup,NULL,NULL,NULL,Pattern,NULL
146,Engine Manufacturer,EngineManufacturer,NULL,<p>This data element captures the name of the engine manufacturer.</p>,0,Engine,string,NULL,NULL,NULL,Pattern,NULL
147,Bus Length (feet),BusLength,NULL,<p>This field captures the length of bus in feet.</p>,0,Exterior / Bus,int,1,999,NULL,Pattern,NULL
148,Bus Floor Configuration Type,BusFloorConfigType,BusFloorConfigType,"<p>This field defines the relative height of the bus floor from the ground. Common values include normal, lift/raised, low floor, and sleeper coach. Low floor refers to a bus deck that is accessible from the sidewalk with only a single step with a small height difference, caused solely by the difference between the bus deck and sidewalk. This is distinct from high/raised floor, a bus deck design that requires climbing one or more steps to access the interior floor that is placed at a higher height. A sleeper coach is a type of specially adapted coach designed for the passengers to sleep in.</p>",0,Exterior / Bus,lookup,NULL,NULL,NULL,Pattern,NULL
149,Bus Type,BusType,BusType,"<p>This field defines the type of bus. Common types include commuter coach, double deck coach, tourist coach, urban bus, transit bus, entertainer coach and motorhome.</p>",0,Exterior / Bus,lookup,NULL,NULL,NULL,Pattern,NULL
150,Other Bus Info,OtherBusInfo,NULL,Additional information about bus is captured in this field.,0,Exterior / Bus,string,NULL,500,NULL,Pattern,NULL
151,Custom Motorcycle Type,CustomMotorcycleType,CustomMotorcycleType,"<p>Defines the type of customized motorcycle, including values such as bagger, chopper, cruise, touring. Custom motorcycle type is provided by the manufacturer but not defined.</p>",0,Exterior / Motorcycle,lookup,NULL,NULL,NULL,Pattern,NULL
152,Motorcycle Suspension Type,MotorcycleSuspensionType,MotorcycleSuspensionType,"<p>Defines the type of suspension in motorcycles, including values such as hardtail, softail, wing fork, etc. Motorcycle Suspension Type is provided by the manufacturer but not defined.</p>",0,Exterior / Motorcycle,lookup,NULL,NULL,NULL,Pattern,NULL
153,Motorcycle Chassis Type,MotorcycleChassisType,MotorcycleChassisType,"<p>Defines the type of motorcycle chassis, including values such as trike, reversed trike, autocycle, three-wheeler, etc.</p>",0,Exterior / Motorcycle,lookup,NULL,NULL,NULL,Pattern,NULL
154,Other Motorcycle Info,OtherMotorcycleInfo,NULL,Additional information about motorcycles is captured in this field.,0,Exterior / Motorcycle,string,NULL,500,NULL,Pattern,NULL
155,Other Trailer Info,OtherTrailerInfo,NULL,Additional information about trailers is captured in this field.,0,Exterior / Trailer,string,NULL,500,NULL,Pattern,NULL
156,Additional Error Text,AdditionalErrorText,NULL,<p>This field is to store the additional description of the error text.</p>,0,NULL,string,NULL,NULL,NULL,Decoding,NULL
158,Cash For Clunkers,CashForClunkers,NULL,"<p>Cash For Clunkers message is returned, if VIN was part of the program. Cash for Clunkers was a government program that provided financial incentives to car owners to trade in their old, less fuel-efficient vehicles for more fuel-efficient ones.</p>",0,General,string,NULL,500,NULL,NULL,NULL
159,Track Width (inches),TrackWidth,NULL,"<p>A vehicle's track, or track width, is the distance in inches between the center line of each of the two wheels on the same axle on any given vehicle.</p>",0,Exterior / Body,decimal,NULL,NULL,NULL,Pattern,NULL
168,Tire Pressure Monitoring System (TPMS) Type,TPMS,TPMS,"<p>A TPMS is an electronic system designed to monitor the air pressure inside the pneumatic tires on various types of vehicles. TPMS can be divided into two different types - direct and indirect. Direct TPMS employ pressure sensors on each wheel, either internal or external. The sensors physically measure the tire pressure in each tire and report it to the vehicle's instrument cluster or a corresponding monitor. Indirect TPMS does not use physical pressure sensors but measure air pressures by monitoring individual wheel rotational speeds and other signals available outside of the tire itself.</p>",NULL,Active Safety System,lookup,NULL,NULL,NULL,Pattern,NULL
169,Active Safety System Note,ActiveSafetySysNote,NULL,This field stores additional information about active safety systems in a vehicle.,0,Active Safety System,string,NULL,500,NULL,Pattern,NULL
170,Dynamic Brake Support (DBS),DynamicBrakeSupport,DynamicBrakeSupport,<p>A DBS system is an automatic emergency braking system designed to detect an impending forward crash with another vehicle. DBS systems automatically supplement the driver's braking in an effort to avoid a crash if the driver does not brake hard enough to avoid it.</p>,NULL,Active Safety System / Forward Collision Prevention,lookup,NULL,NULL,NULL,Pattern,NULL
171,Pedestrian Automatic Emergency Braking (PAEB),PedestrianAutomaticEmergencyBraking,PedestrianAutomaticEmergencyBraking,<p>A PAEB system provides automatic braking for vehicles when pedestrians are in front of the vehicle and the driver has not acted to avoid a crash.</p>,NULL,Active Safety System / Forward Collision Prevention,lookup,NULL,NULL,NULL,Pattern,NULL
172,Auto-Reverse System for Windows and Sunroofs,AutoReverseSystem,AutoReverseSystem,"<p>An auto-reverse system enables power windows and sunroofs on motor vehicles to automatically reverse direction when such power windows and panels detect an obstruction. This feature can prevent children and others from being trapped, injured, or killed by the power windows and sunroofs.</p>",NULL,Active Safety System,lookup,NULL,NULL,NULL,Pattern,NULL
173,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),AutomaticPedestrianAlertingSound,AutomaticPedestrainAlertingSound,"<p>Electric vehicle warning sounds are a series of sounds designed to alert pedestrians to the presence of electric drive vehicles such as hybrid electric vehicles (HEVs), plug-in hybrid electric vehicles (PHEVs), and all-electric vehicles (EVs) travelling at low speeds. Vehicles operating in all-electric mode produce less noise than traditional combustion engine vehicles and can make it more difficult for pedestrians, the blind, cyclists, and others to be aware of their presence.</p>",NULL,Active Safety System,lookup,NULL,NULL,NULL,Pattern,NULL
174,Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),CAN_AACN,CAN_AACN,<p>An ACN system notifies emergency responders that a crash has occurred and provides its location.</p>,NULL,Active Safety System / 911 Notification,lookup,NULL,NULL,NULL,Pattern,NULL
175,Event Data Recorder (EDR),EDR,EDR,"<p>An EDR is a device installed in motor vehicles to record technical vehicle and occupant information for a brief period before, during, and after a triggering event, typically a crash or near-crash event. Sometimes referred to as ""black-box"" data, these data or event records can be valuable when analyzing and reconstructing crashes.</p>",NULL,Active Safety System,lookup,NULL,NULL,NULL,Pattern,NULL
176,Keyless Ignition,KeylessIgnition,KeylessIgnition,"<p>A keyless ignition system permits starting a car without a physical key being inserted into an ignition. Instead, a small device known as a ""key fob"" transmits a code to a computer in the vehicle when the fob is within a certain close range. When the coded signal matches the code embedded in the vehicle's computer, a number of systems within the car are activated, including the starter system. This allows the car to be started by simply pressing a button on the dashboard while the key fob is left in a pocket or a purse. The vehicle is usually shut down by pushing the same button.</p>",NULL,Active Safety System,lookup,NULL,NULL,NULL,Pattern,NULL
177,Daytime Running Light (DRL),DaytimeRunningLight,DaytimeRunningLight,"<p>DRL is an automotive lighting system on the front of a vehicle or bicycle, that automatically switches on when the vehicle is in drive, and emits white, yellow, or amber light to increase the conspicuity of the vehicle during daylight conditions.</p>",NULL,Active Safety System / Lighting Technologies,lookup,NULL,NULL,NULL,Pattern,NULL
178,Headlamp Light Source,LowerBeamHeadlampLightSource,LowerBeamHeadlampLightSource,"<p>A headlamp light source provides a distribution of light designed to provide adequate forward and lateral illumination with limits on light directed towards the eyes of other road users, to control glare. This beam is intended for use whenever other vehicles are present ahead. Halogen, high-Intensity discharge (HID), light-emitting diode (LED), and laser are the most common headlights on the market.</p>",NULL,Active Safety System / Lighting Technologies,lookup,NULL,NULL,NULL,Pattern,NULL
179,Semiautomatic Headlamp Beam Switching,SemiautomaticHeadlampBeamSwitching,SemiautomaticHeadlampBeamSwitching,"<p>A semi-automatic headlamp beam switching device provides automatic or manual control of beam switching at the option of the driver. When the control is automatic, the headlamps switch from the upper beam to the lower beam when illuminated by the headlamps on an approaching car and switch back to the upper beam when the road ahead is dark. When the control is manual, the driver may obtain either beam manually regardless of the condition of lights ahead of the vehicle.</p>",NULL,Active Safety System / Lighting Technologies,lookup,NULL,NULL,NULL,Pattern,NULL
180,Adaptive Driving Beam (ADB),AdaptiveDrivingBeam,AdaptiveDrivingBeam,"<p>ADB is a type of front-lighting system that lets upper beam headlamps adapt their beam patterns to create shaded areas around oncoming and preceding vehicles to improve long-range visibility for the driver without causing discomfort, distraction, or glare to other road users.</p>",NULL,Active Safety System / Lighting Technologies,lookup,NULL,NULL,NULL,Pattern,NULL
181,SAE Automation Level From,SAEAutomationLevel,NULL,"<p>SAE stands for the Society of Automotive Engineers, which changed its name to SAE International in 2006. This field indicates the lower bound of intelligence level and automation capabilities of vehicles, ranking from 0 to 5, per SAE Standard J3016 2018.</p>",0,Active Safety System,int,NULL,NULL,NULL,Pattern,NULL
182,SAE Automation Level To,SAEAutomationLevel_to,NULL,"<p>SAE stands for the Society of Automotive Engineers, which changed its name to SAE International in 2006. This field indicates the higher bound of intelligence level and automation capabilities of vehicles, ranking from 0 to 5, per SAE Standard J3016 2018.</p>",0,Active Safety System,int,NULL,NULL,NULL,Pattern,NULL
183,Rear Cross Traffic Alert,RearCrossTrafficAlert,RearCrossTrafficAlert,"<p>A rear cross traffic alert system warns the driver of a potential collision, while in reverse, which may be outside the view of the backup camera.</p>",NULL,Active Safety System / Backing Up and Parking,lookup,NULL,NULL,NULL,Pattern,NULL
184,Gross Combination Weight Rating From,GCWR,GrossVehicleWeightRating,"<p>Gross combination weight rating (GCWR) is the maximum allowable combined mass of a road vehicle, the passengers and cargo in the tow vehicle, plus the mass of the trailer and cargo in the trailer. This rating is set by the vehicle manufacturer. This field captures the lower bound of GCWR range for the vehicle.</p>",0,Exterior / Dimension,lookup,NULL,NULL,NULL,Pattern,NULL
185,Gross Combination Weight Rating To,GCWR_to,GrossVehicleWeightRating,"<p>Gross combination weight rating (GCWR) is the maximum allowable combined mass of a road vehicle, the passengers and cargo in the tow vehicle, plus the mass of the trailer and cargo in the trailer. This rating is set by the vehicle manufacturer. This field captures the higher bound of GCWR range for the vehicle.</p>",0,Exterior / Dimension,lookup,NULL,NULL,NULL,Pattern,NULL
186,NCSA Note,NCSANote,NULL,<p>This internal field is to note the logic behind the NCSA mapping in special cases.</p>,1,Internal,string,NULL,500,NULL,Pattern,NULL
187,NCSA Mapping Exception,NCSAMappingException,NCSAMappingException,<p>This internal field is to capture the reason of exception for special NCSA mapping.</p>,1,Internal,lookup,NULL,NULL,NULL,NULL,NULL
188,NCSA Mapping Exception Approved On,NCSAMapExcApprovedOn,NULL,<p>The date when the NCSA mapping exception is approved on.</p>,1,Internal,string,NULL,NULL,NULL,NULL,NULL
189,NCSA Mapping Exception Approved By,NCSAMapExcApprovedBy,NULL,<p>This field captures the name of the person who approved the NCSA mapping exception.</p>,1,Internal,string,NULL,NULL,NULL,NULL,NULL
190,Gross Vehicle Weight Rating To,GVWR_to,GrossVehicleWeightRating,"<p>Gross vehicle weight rating (GVWR) is the maximum operating weight of a vehicle including the vehicle's chassis, body, engine, engine fluids, fuel, accessories, driver, passengers and cargo, but excluding that of the trailers. Per 49 CFR 565.15, Class 1 is further broken down to Class A-D; Class 2 is further broken down to Class E-H. This field captures the higher bound of GVWR range for the vehicle.</p>",0,Exterior / Dimension,lookup,NULL,NULL,NULL,Pattern,NULL
191,Error Text,ErrorText,NULL,<p>Error Text</p>,0,NULL,string,NULL,NULL,NULL,Decoding,NULL
192,Rear Automatic Emergency Braking,RearAutomaticEmergencyBraking,RearAutomaticEmergencyBraking,"A rear automatic braking system uses sensors, like parking sensors and the backup camera, to detect objects behind the vehicle. If the system detects a potential collision while in reverse, it automatically applies the brakes if a crash is imminent.",0,Active Safety System / Backing Up and Parking,lookup,NULL,NULL,NULL,Pattern,NULL
193,Blind Spot Intervention (BSI),BlindSpotIntervention,BlindSpotIntervention,"<p>BSI helps prevent a collision with a vehicle in the driver's blind spot. If the driver ignores the blind spot warning and starts to change to a lane where there's a vehicle, the system activates and automatically applies light braking pressure, or provides steering input, to guide the vehicle back into the original lane. The system monitors for vehicles in the driver's blind spot using rear-facing cameras or proximity sensors.</p>",0,Active Safety System / Lane and Side Assist,lookup,NULL,NULL,NULL,Pattern,NULL
194,Lane Centering Assistance,LaneCenteringAssistance,LaneCenteringAssistance,<p>A lane centering assistance system utilizes a camera-based vision system designed to monitor the vehicle's lane position and automatically and continuously apply steering inputs needed to keep the vehicle centered within its lane.</p>,0,Active Safety System / Lane and Side Assist,lookup,NULL,NULL,NULL,Pattern,NULL
195,Non-Land Use,NonLandUse,NonLandUse,"<p>Non-Land Use data element identifies the non-land use of the vehicle when a vehicle is designed to be used off land (e.g., an amphibious vehicle).</p><ul><li>Air: identifies vehicles that can be driven on land and in the air</li><li>Air and Water: identifies vehicles that can be driven on land, in the air and on or under water</li><li>Water: identifies vehicles that can be driven on land and on or under water</li></ul><br>",0,General,lookup,NULL,NULL,NULL,Pattern,NULL
196,Vehicle Descriptor,VehicleDescriptor,NULL,<p>Vehicle Descriptor is a string that can be decoded like a VIN but does not include information to identify an individual vehicle. The sequential numbers and the check digit are replaced by asterisks to avoid any personally identifiable information that would be present in the VIN.</p>,0,NULL,string,NULL,NULL,NULL,Decoding,NULL
200,Fuel-Tank Type,FuelTankType,FuelTankType,"<p>The fuel tank type refers to how the fuel tank is mounted to the motorcycle. Fuel tank types include: saddle (most common), under-seat, submerged in frame, and perimeter mount. Auxiliary or supplemental fuel tanks and bladders are considered other types of fuel tanks.</p>",NULL,Exterior / Motorcycle,lookup,NULL,NULL,NULL,Pattern,NULL
201,Fuel-Tank Material,FuelTankMaterial,FuelTankMaterial,"<p>Fuel tanks may be constructed of a wide range of materials for various applications, and each have their own characteristics and advantages. The most common fuel tank materials found on motorcycles are: steel, aluminum alloy, fiberglass composite, other composites (such as carbon fiber), and injection molded plastic (may be covered in metal). Some of the less common materials such as carbon fiber, are found on high end motorcycles, and other materials such as injected molded plastics are found as auxiliary fuel tanks and aftermarket perimeter tanks, as sometimes available in endurance-type motorcycles.</p>",NULL,Exterior / Motorcycle,lookup,NULL,NULL,NULL,Pattern,NULL
202,Combined Braking System (CBS),CombinedBrakingSystem,CombinedBrakingSystem,"<p>A CBS system is a motorcycle braking technology that applies both the front and rear brakes simultaneously when the rider engages either brake lever or pedal. The system is designed to improve braking stability and reduce stopping distances, especially for less experiences riders. This system reduces the risk of skidding and may work in conjunction with anti-lock braking systems. A brake system proportioning control valve will determine the amount of brake application to the front and rear. This is distinct from conventional integrated brakes where applying pressure to the rear brake only applies some braking pressure to the front brake.</p>",NULL,Exterior / Motorcycle,lookup,NULL,NULL,NULL,Pattern,NULL
203,Wheelie Mitigation,WheelieMitigation,WheelieMitigation,"<p>Wheelie Mitigation is a technology in motorcycles that helps prevent or reduce unintended front-wheel lift (wheelie) during acceleration. It is typically part of a motorcycle’s traction control or electronic stability control system. Depending upon the system, the Wheelie mitigation system monitors wheel speed sensors and readings from onboard inertial measuring systems. When the system detects the front wheel is no longer in contact with the ground, the Wheelie mitigation system limits engine power until the motorcycle's forward momentum is reduced and the front wheel reengages the ground. Some systems may engage to the rear brake in addition to engine power management.</p>",NULL,Exterior / Motorcycle,lookup,NULL,NULL,NULL,Pattern,NULL
